"","SimNumber","Targets","Span","Samples","Errors","Offset","OffsetVaria"
"97",97,6828,83,12,8,-29.9695560475811,12.9856921624849
"98",98,6914,56,25,21,26.5021167229861,8.41257804032671
"99",99,6886,94,3,30,-3.30407998990268,24.5492068869616
"100",100,6918,47,18,19,-28.1136686215177,17.1654268620575
"101",101,6960,25,22,13,-45.9020031616092,22.1038926977494
"102",102,6852,76,18,21,38.2272465387359,0.482861861459678
"103",103,6909,48,22,14,-30.206810683012,26.3367649293966
"104",104,6904,48,19,10,16.6881487471983,3.58926814771839
"105",105,6985,47,21,10,48.2148909941316,12.2368518488014
"106",106,6860,47,9,26,44.0993600757793,10.0853637580411
"107",107,6831,80,13,14,-31.903550028801,7.7325148346452
"108",108,6922,42,12,31,-14.1724539455026,10.5522519169962
"109",109,6900,88,24,8,-39.7320529446006,1.41920093907649
"110",110,6883,51,11,8,47.9111561318859,6.30391147503955
"111",111,6960,83,2,30,-46.1514074355364,4.56563466756931
"112",112,6995,42,25,29,-38.6425085598603,3.47869291403284
"113",113,6808,86,4,13,39.9311570683494,0.499356149242958
"114",114,6996,96,21,18,2.3606188595295,6.96831454708916
"115",115,6921,92,10,14,46.1815536255017,1.94232429116219
"116",116,6881,43,5,11,-40.8415351295844,6.38793705666391
"117",117,6969,56,24,18,37.7443624194711,16.5198570472656
"118",118,6807,76,3,24,-26.7080240184441,20.5835060797231
"119",119,6997,63,12,14,-25.6505793193355,26.3028490051634
"120",120,6889,91,21,11,-19.9411182198673,8.32237306696013
"121",121,6848,91,24,15,22.0846513751894,1.33625642616814
"122",122,6837,75,7,8,-1.87085377983749,7.67080632547685
"123",123,6984,61,12,15,-47.8203372098505,7.53531920145592
"124",124,6959,94,16,21,-8.63100183196366,6.76727241439954
"125",125,6992,61,21,15,5.74956964701414,18.8125600938173
"126",126,6832,44,25,19,-31.4927317667753,16.6275629757638
"127",127,6958,29,2,31,-32.5956817483529,24.329926646258
"128",128,6845,60,19,16,-12.6963101327419,18.8434851126843
"129",129,6858,25,6,32,5.78017821535468,14.0494126439104
"130",130,6981,88,2,8,-0.741399149410427,18.7669690593358
"131",131,6971,61,2,28,-43.3048278558999,15.0615658699421
"132",132,6877,81,18,19,-42.6932368194684,11.2296587427412
"133",133,6825,63,2,20,-28.6493771709502,3.72547845624154
"134",134,6864,62,3,31,48.5012442339212,9.48825520838494
"135",135,6851,73,22,25,-2.99368591513485,16.1361079652067
"136",136,6950,99,17,31,-13.668095623143,1.51930809344235
"137",137,6876,51,13,12,7.04417251981795,3.36995334391156
"138",138,6883,96,11,12,-23.7256849184632,16.8387454305913
"139",139,6815,61,21,31,-46.2563678156585,16.5059947564513
"140",140,6830,88,2,27,15.8379633678123,14.4857336188541
"141",141,6935,61,22,17,-4.0389331523329,0.714098134799395
"142",142,6932,31,4,18,-13.834147201851,8.30527733058855
"143",143,6862,82,9,10,35.6749125057831,11.6682922064669
"144",144,6973,54,13,26,-10.17313497141,12.113493171897
"145",145,6820,52,20,24,-47.403057361953,17.7624670382203
"146",146,6921,92,23,31,27.5935437530279,20.3952555898889
"147",147,6869,90,11,32,17.714207386598,16.0873312330893
"148",148,6877,25,9,14,-14.1650146339089,17.4015407962694
"149",149,6844,67,13,28,32.1100915083662,25.0248127712095
"150",150,6861,95,6,26,25.8722904603928,2.69250038672727
"151",151,6839,65,13,15,40.9446162171662,10.3184279395326
"152",152,6916,60,11,12,42.3753386363387,0.576661218638066
"153",153,6940,40,10,24,22.5589615991339,7.5636419925387
"154",154,6905,45,6,26,32.5940848328173,19.6508466460973
"155",155,6837,91,14,15,-2.04158131964505,10.1330045412562
"156",156,6905,35,22,24,-26.6968789277598,10.5624337802576
"157",157,6893,53,8,23,-13.2092486834154,3.93616139957309
"158",158,6837,85,21,16,-47.4815285298973,1.72600878979103
"159",159,6918,97,25,12,16.1411431385204,18.767230657975
"160",160,6882,67,12,8,-22.1965144155547,6.76383156554378
"161",161,6915,36,9,21,1.83922166470438,2.72925011523813
"162",162,6886,41,7,25,20.2529755420983,23.1631298659118
"163",163,6938,87,10,19,21.1227783933282,9.45203444589604
"164",164,6973,28,14,29,-13.6029791086912,17.5726711112366
"165",165,6937,59,18,25,34.4921394484118,4.1053430267903
"166",166,6839,36,22,30,27.7770121814683,14.8858684622797
"167",167,6905,92,14,16,22.8057155385613,12.306879614241
"168",168,6910,31,3,31,-38.0667191697285,20.4049602454063
"169",169,6905,30,23,14,12.5160896219313,21.9704511763705
"170",170,6967,48,4,27,32.44996862486,21.3731583168996
"171",171,6805,28,4,9,6.46998486481607,9.83224320374872
"172",172,6875,41,11,13,48.9750920096412,0.854007343194447
"173",173,6978,65,19,29,21.2439173134044,22.9921174986141
"174",174,6984,72,3,10,42.2243960667402,14.4864644292034
"175",175,6892,49,15,23,-39.3857455812395,26.0461973689941
"176",176,6853,37,24,29,-33.346086810343,0.902872290815227
"177",177,6860,72,22,11,11.4787120139226,16.6138808610123
"178",178,6995,73,16,12,48.5292712459341,5.28737001204258
"179",179,6856,66,24,18,-14.9889081483707,4.83242568807001
"180",180,6928,65,21,17,-40.6476537231356,1.92089988704375
"181",181,6901,62,16,12,-24.9846735969186,21.9486618915086
"182",182,6926,29,18,19,-8.66709013935179,25.4280670118234
"183",183,6907,71,25,12,-19.1688752733171,9.83140352764493
"184",184,6831,32,5,23,40.1333901798353,19.5079154119696
"185",185,6849,85,15,25,-3.6789289675653,16.1127464169953
"186",186,6879,89,16,32,-18.4774580644444,3.80351198530011
"187",187,6905,52,8,8,-3.75139124225825,11.7248264056081
"188",188,6809,63,23,20,-23.0949155753478,2.36839069199632
"189",189,6823,73,24,20,25.0320539344102,13.5077057255323
"190",190,6946,91,3,25,-33.418925316073,16.1570887683686
"191",191,6920,67,22,21,-34.8120752954856,15.984465582771
"192",192,6865,92,2,30,3.8113946095109,22.0765187446743
"193",193,6994,46,17,8,47.4741176702082,9.26714376486745
"194",194,6945,62,6,28,-23.2215431053191,3.80173302817671
"195",195,6820,78,12,11,-23.7473988439888,2.6946384373412
"196",196,6854,49,19,14,-12.4331833794713,14.6057502620867
"197",197,6956,58,20,23,-23.3892333460972,18.6948639539098
"198",198,6877,86,14,15,-34.368623746559,13.711291904988
"199",199,6889,40,14,20,28.5489725181833,15.0598446496127
"200",200,6918,65,23,22,6.55863827560097,5.77255377518432
"201",201,6869,35,11,12,-34.225489362143,20.471357157469
"202",202,6852,34,24,27,28.1945646042004,17.0009123705057
"203",203,6924,36,10,8,44.919559895061,13.9720384729879
"204",204,6839,35,18,10,-9.59649833384901,22.8355373986752
"205",205,6846,87,23,29,-32.9713840503246,16.7178873713771
"206",206,6849,42,5,20,-46.9602900324389,8.44449492524168
"207",207,6835,75,11,30,39.1800676239654,21.8728311463876
"208",208,6984,95,2,24,21.1277170339599,4.90673641553195
"209",209,6820,70,22,23,-33.6727768881246,1.57931798218261
"210",210,6838,50,6,8,-1.20914045255631,7.08742767551239
"211",211,6870,47,15,32,-49.1768304491416,4.91435026243492
"212",212,6806,99,14,20,-18.7018264550716,18.0285055492581
"213",213,6948,39,21,23,-16.6866829385981,2.24277771966765
"214",214,6864,67,12,24,30.516134086065,19.5001582040766
"215",215,6860,25,10,15,-4.40221140161157,1.17641046465188
"216",216,6916,28,6,13,-9.82151285279542,19.006376298303
"217",217,6980,68,16,12,-44.0046212635934,14.6223949752573
"218",218,6857,75,15,15,37.61839075014,22.6122718939667
"219",219,6942,47,10,17,-27.6225524488837,7.15379753309325
"220",220,6902,25,18,24,30.2111372351646,11.2218648370013
"221",221,6980,30,25,11,4.97045591473579,9.26978567050188
"222",222,6932,42,6,21,9.58093095105141,6.44717388440669
"223",223,6887,34,7,31,-15.8055351581424,19.7079427517117
"224",224,6916,25,19,27,44.9428247753531,16.7168807657266
"225",225,6855,96,4,23,18.1897697970271,12.3003665916871
"226",226,6901,98,23,32,1.32718656677753,14.0285510408832
"227",227,6983,94,2,19,-18.4545090654865,22.746076704286
"228",228,6909,87,11,12,49.8647296102718,9.3691754091091
"229",229,6878,30,23,20,38.1709067616612,1.58131888477411
"230",230,6976,54,5,22,0.142491771839559,6.78185466292151
"231",231,6976,67,23,24,38.0439767846838,3.37379499396542
"232",232,6814,69,11,16,-34.0747857932001,15.8503566085056
"233",233,6991,40,16,12,-40.0853398721665,2.71957807317376
"234",234,6914,75,7,24,-30.6764824781567,12.1083995255635
"235",235,6999,92,17,27,44.8066181503236,12.0894801752064
"236",236,6978,99,13,24,-30.8232126524672,14.5257101665793
"237",237,6993,82,21,9,17.6822721026838,5.30985582796042
"238",238,6944,64,6,20,-6.47792983800173,0.68831910667289
"239",239,6920,75,4,9,-21.3855255860835,24.2838684052445
"240",240,6891,36,6,26,-49.47707017418,13.3008492545977
"241",241,6889,91,24,27,15.0299785658717,14.416673447551
"242",242,6878,65,6,12,-12.9542498849332,17.9174754979573
"243",243,6853,32,18,8,-46.2437187787145,12.8780937423897
"244",244,6851,70,23,19,46.9343477394432,14.4762775560813
"245",245,6928,73,17,32,-34.7100211540237,7.16544519399386
"246",246,6962,80,16,10,-11.9319033110514,8.70030798352789
"247",247,6985,63,19,28,49.9217960052192,17.1394301394408
"248",248,6943,42,16,13,13.8458220288157,10.9764240413634
"249",249,6857,65,8,16,26.3546675443649,18.6952022614141
"250",250,6929,31,8,22,-42.0779961859807,14.0267755820246
"251",251,6911,73,4,21,-41.4678428787738,11.9287506149281
"252",252,6948,60,12,27,34.6397172892466,15.4900473197983
"253",253,6944,94,9,13,-8.79636963363737,24.8497172008315
"254",254,6949,49,19,25,0.250124232843518,4.83951973107317
"255",255,6928,48,17,12,19.992302544415,0.16926004112442
"256",256,6984,51,4,14,4.39437110908329,6.42924432088202
"257",257,6885,34,20,15,19.3702998338267,20.1578324470345
"258",258,6858,50,15,22,-9.92204491049051,1.22307294299384
"259",259,6985,32,11,23,-47.0472099725157,26.4779892941013
"260",260,6973,60,15,9,-13.6690804967657,15.8008636760761
"261",261,6802,59,7,28,45.3034517820925,3.21956445701187
"262",262,6861,96,18,20,12.0341392001137,16.3592193303208
"263",263,6895,79,20,27,-17.257902212441,12.5000877191164
"264",264,6822,62,7,18,17.8089431487024,15.3196537998663
"265",265,6889,96,14,10,46.4631838724017,9.51385382599709
"266",266,6879,27,23,19,-16.0627431469038,11.9320987751905
"267",267,6824,32,6,10,-41.8131399666891,16.0287383513742
"268",268,6866,84,23,22,26.4256653608754,5.18118300915253
"269",269,6909,68,19,9,-11.3667441764846,17.4660631566495
"270",270,6847,25,6,19,19.0644992748275,20.2916333333743
"271",271,6943,48,13,11,10.8219356043264,1.11981084734155
"272",272,6847,38,22,11,-9.46295547764748,0.931145618777955
"273",273,6982,45,17,22,31.5521060489118,4.77355722082616
"274",274,6934,100,21,10,-36.3588768756017,18.1245035319428
"275",275,6974,25,25,27,24.6704374905676,25.7895270137147
"276",276,6964,97,12,8,-17.2300240024924,26.2541572802642
"277",277,6983,93,7,19,35.205428651534,9.48730638271686
"278",278,6913,32,2,21,28.9541251724586,10.7194664952005
"279",279,6977,37,7,21,31.0767432441935,24.6528682783858
"280",280,6996,26,7,8,17.4866160145029,4.28987797068828
"281",281,6907,36,16,8,1.83628152590245,15.3690845347515
"282",282,6924,27,25,31,-5.93544149305671,14.5087054221118
"283",283,6846,58,22,22,42.6693812245503,24.5637256731344
"284",284,6979,67,21,12,-40.9384228754789,20.4838993561503
"285",285,6895,27,24,28,-6.02708691731095,14.8325636181321
"286",286,6978,59,15,24,-32.7006895560771,3.02556401674869
"287",287,6891,68,21,25,8.12907277140766,4.14888239373686
"288",288,6852,40,6,28,9.78743783198297,14.1910839042338
"289",289,6898,85,21,10,48.2852788874879,23.7560985122165
"290",290,6956,29,11,11,-0.0389271415770054,19.4123893742072
"291",291,6879,36,17,14,41.2938048597425,20.668394511142
"292",292,6919,67,21,13,-36.7009262554348,6.65822425660049
"293",293,6979,49,20,26,-40.2254360727966,0.914225418795133
"294",294,6984,25,14,28,33.2491583423689,20.8967656870838
"295",295,6864,47,24,31,15.8676403108984,12.8568895253523
"296",296,6949,27,6,20,49.5991318719462,24.3498937485232
"297",297,6879,27,10,26,39.3171968869865,19.8978933057024
"298",298,6993,44,24,23,39.5342559786513,11.8801995054672
"299",299,6908,51,22,27,8.29358133487403,23.1225335515237
"300",300,6985,52,15,23,47.8658562991768,7.88536058933055
"301",301,6969,63,25,32,-4.61044083349407,21.6275940460109
"302",302,6941,25,10,8,-17.451063124463,5.91250116834301
"303",303,6965,52,7,21,0.386091042309999,22.6859603251563
"304",304,6898,53,20,28,38.0105659132823,13.9634822601757
"305",305,6867,74,19,8,19.1328329732642,23.3114637782748
"306",306,6838,25,18,28,34.8369707586244,8.07582441342482
"307",307,6924,47,9,16,-1.47922036703676,19.7620368833761
"308",308,6837,45,3,28,11.216133995913,16.3652704461832
"309",309,6831,33,2,8,-49.3056173669174,3.04116325465962
"310",310,6810,49,14,30,6.74304701387882,15.7394967197159
"311",311,6909,47,12,25,36.2365928245708,10.7198199371733
"312",312,6976,71,5,14,-43.7552931020036,1.13633115308383
"313",313,6821,27,8,29,5.23775122128427,14.5642047333345
"314",314,6853,54,4,9,36.0424236627296,24.583512148943
"315",315,6805,96,6,8,-2.54371503833681,2.7832393483161
"316",316,6959,46,7,11,-12.5194318126887,6.98018812062591
"317",317,6955,31,6,22,2.19066494610161,17.7818608631091
"318",318,6873,50,12,20,-1.08816209249198,3.71845593948895
"319",319,6897,33,21,11,22.5214273668826,24.9322349254317
"320",320,6907,82,21,32,38.4321600897238,6.4954096317722
"321",321,6818,64,13,15,-9.03648403473198,17.0431970449791
"322",322,6847,61,23,9,-21.3744865730405,3.56167210110044
"323",323,6999,100,20,14,43.5002386569977,16.2518061578469
"324",324,6967,30,16,22,-16.7852366808802,25.5121076723882
"325",325,6905,100,14,27,-21.9018236501142,17.1279741550714
"326",326,6892,66,18,27,37.419460574165,13.1735712131003
"327",327,6963,60,23,25,-4.61353380233049,2.88985581719852
"328",328,6840,91,3,9,32.0929140551016,17.6429418117332
"329",329,6981,34,6,22,-27.2245554951951,24.1306909138698
"330",330,6918,32,16,15,41.0916692111641,12.7703961492633
"331",331,6907,97,2,25,-18.70069548022,24.5681700921094
"332",332,6839,79,24,11,-8.99288083892316,2.86391015567468
"333",333,6899,100,7,26,31.1130861053243,13.3472746776822
"334",334,6985,29,4,15,-27.3951641982421,12.7579470772296
"335",335,6933,87,7,10,10.5313941370696,24.7682953524175
"336",336,6942,42,6,20,3.18272414151579,22.1493449615566
"337",337,6989,69,10,20,39.4116224255413,3.5958154927541
"338",338,6868,84,19,29,18.8987013418227,14.4851230760112
"339",339,6873,89,6,31,0.453893048688769,4.22868096706667
"340",340,6900,25,13,20,-42.2020311933011,19.4632344569427
"341",341,6995,62,18,21,8.2407055189833,15.1996100836424
"342",342,6860,50,17,32,47.2426817053929,23.7373837023803
"343",343,6891,92,5,9,-5.08066546171904,19.9256921344541
"344",344,6861,85,6,28,-14.8819087073207,3.49516528676031
"345",345,6894,29,20,25,-5.60398641973734,25.9709112179459
"346",346,6805,57,24,12,-20.188927045092,12.8024234670566
"347",347,6913,73,18,8,6.3105157809332,25.6459384636478
"348",348,6928,77,17,26,35.8265806687996,14.6059598062986
"349",349,6898,41,17,19,40.0202946038917,5.59813866358739
"350",350,6863,82,19,14,34.3770334264264,8.87821507911081
"351",351,6890,99,3,21,-31.4799169776961,11.7296305782399
"352",352,6834,50,3,15,-48.0584716890007,8.48565591016412
"353",353,6842,47,17,21,-37.9435093840584,14.1415079142363
"354",354,6980,78,22,19,-45.6997170811519,16.1392256965546
"355",355,6974,37,25,31,18.6180229997262,5.18250161436875
"356",356,6833,97,9,28,40.7872606767341,1.70687973480788
"357",357,6929,99,22,17,14.424513396807,20.5026433120235
"358",358,6927,80,14,30,19.4855082547292,2.94124767193873
"359",359,6964,83,22,18,-49.4610460707918,7.20763919122191
"360",360,6807,51,12,31,-22.5207299925387,15.1441533932546
"361",361,6954,44,20,24,17.3500712960958,21.8391297392084
"362",362,6944,87,10,13,22.8212119312957,16.8431070758081
"363",363,6978,85,9,17,-12.0076849823818,13.0586523376137
"364",364,6846,83,8,29,24.8707280727103,3.46208576247818
"365",365,6843,98,15,22,-6.55162800103426,17.4667838547307
"366",366,6956,96,15,30,33.011538698338,3.96911423360859
"367",367,6863,87,14,19,24.1357382619753,19.3506164772229
"368",368,6868,42,19,11,-28.2457636436448,18.7021202497671
"369",369,6835,67,25,30,-7.91457435116172,8.56821509568067
"370",370,6891,73,18,17,21.3948568329215,8.89775264751608
"371",371,6804,65,22,22,-1.92375858314335,10.7763762796521
"372",372,6990,84,9,19,12.6545745879412,24.8592236398517
"373",373,6958,43,18,26,42.113105696626,18.9326185681531
"374",374,6889,36,13,27,-42.2068599844351,11.8309050239865
"375",375,6911,51,7,23,15.8408834133297,20.5544727336762
"376",376,6880,91,17,23,41.7488590581343,11.7884421847984
"377",377,6866,88,19,23,34.0787740191445,12.0213409976973
"378",378,6971,86,9,17,-17.6472876919433,19.189360955605
"379",379,6993,76,2,14,47.034023469314,12.8534840540106
"380",380,6805,57,8,11,-13.7577419169247,2.71434662482119
"381",381,6931,43,25,15,-46.1706881411374,14.7037225741239
"382",382,6930,48,24,27,43.2160603813827,11.462939218183
"383",383,6849,44,16,18,46.8739815987647,22.2504259168569
"384",384,6869,58,17,21,37.9108526743948,22.8753479176415
"385",385,6863,69,23,19,8.70882896706462,24.781625012361
"386",386,6973,50,20,9,-39.5571086322889,14.8063041616369
"387",387,6819,56,18,13,25.2550760749727,13.2424660034713
"388",388,6813,99,7,17,39.9097604909912,5.84305783524062
"389",389,6963,84,2,27,-8.91765237320215,9.55306519770273
"390",390,6882,60,5,8,3.20365496445447,3.71347687212541
"391",391,6837,71,10,20,41.722931410186,12.8088344538016
"392",392,6947,58,17,29,32.5920508708805,11.278051091443
"393",393,6820,73,13,30,28.8107253378257,3.123279610442
"394",394,6920,85,3,9,13.0972842220217,24.9268249668567
"395",395,6957,26,2,32,-33.0412840936333,16.5976908112124
"396",396,6821,61,17,32,-4.99571552500129,1.16820239397208
"397",397,6828,47,11,27,-49.6063002152368,2.33659375375928
"398",398,6810,77,8,13,-5.12742998544127,0.321597276436165
"399",399,6997,67,10,32,32.93425377924,25.6534942714376
"400",400,6848,64,14,9,49.2826119530946,13.3520323610276
"401",401,6995,57,3,14,29.7083868877962,15.9210779558467
"402",402,6845,25,23,21,-0.887312949635088,13.4697885637358
"403",403,6955,65,13,25,33.5767383920029,23.989961785004
"404",404,6922,36,19,18,-21.0009057773277,12.7638147285369
"405",405,6933,43,14,20,16.6976891923696,2.1801249319585
"406",406,6934,41,13,18,46.2160069961101,0.500739142275182
"407",407,6857,41,14,19,29.228808474727,23.1297196969911
"408",408,6958,36,21,27,20.8486866205931,6.73616409139172
"409",409,6967,90,16,16,-5.8009484084323,8.31824601525883
"410",410,6905,70,14,20,30.8951828861609,2.90443068049476
"411",411,6806,41,2,8,-29.0579624008387,15.7996274435823
"412",412,6871,69,25,8,11.0752420965582,13.7287395223782
"413",413,6839,50,23,25,-44.3877432961017,21.9076023747753
"414",414,6913,35,3,18,-13.5395746910945,8.65087197965127
"415",415,6969,84,18,32,35.0746618816629,3.94366230866732
"416",416,6904,69,15,28,38.0401991773397,17.3793800721888
"417",417,6945,78,23,10,-27.5296351639554,0.401980368480086
"418",418,6920,41,22,23,-41.5260953363031,18.0062834975719
"419",419,6831,53,8,14,-44.6125937858596,3.96376124060526
"420",420,6890,97,7,19,19.8598168324679,19.4853549540627
"421",421,6982,61,3,11,29.4244516640902,15.171021375075
"422",422,6898,80,11,16,-14.2556482227519,13.8143406805235
"423",423,6975,63,20,27,6.10393972601742,18.8286465900426
"424",424,6948,66,19,25,6.91147816833109,8.45139650815166
"425",425,6841,62,15,16,-25.7530811242759,5.47782469869382
"426",426,6953,30,11,25,-9.2753839911893,5.37144717919105
"427",427,6818,32,6,29,45.3133813804016,1.74757927577221
"428",428,6919,37,13,15,-19.9701696867123,10.9660268157884
"429",429,6911,85,7,17,0.336501793935895,1.75284436176112
"430",430,6927,38,20,16,46.6507019940764,21.0256130427762
"431",431,6903,61,22,10,-7.37206605263054,10.4708931237259
"432",432,6892,92,18,31,-9.27513891365379,6.47057552384352
"433",433,6968,56,15,19,-20.7914296537638,5.54274889062508
"434",434,6917,81,12,30,32.0476585766301,8.10578324486501
"435",435,6969,63,17,14,36.3943719770759,22.4409355453921
"436",436,6854,61,16,12,14.2829712945968,3.95925472897221
"437",437,6981,55,20,23,-45.9727187640965,1.74887037611264
"438",438,6825,32,20,16,-33.9650130132213,9.72503948293999
"439",439,6914,42,14,10,-39.9568408029154,7.40140292790509
"440",440,6905,93,10,21,49.0748853422701,8.88921385816042
"441",441,6849,61,20,22,-38.1911950185895,0.645657927592052
"442",442,6941,57,7,27,-28.9407351287082,14.7966686940237
"443",443,6858,32,2,22,-44.8210710426793,21.2283645189703
"444",444,6978,25,14,20,-0.438105664215982,20.4436238949611
"445",445,6874,86,5,17,-34.2417248757556,14.1179447499793
"446",446,6806,45,19,10,-27.404549671337,15.368327737292
"447",447,6817,59,12,8,33.9914910262451,7.37793282859796
"448",448,6845,97,14,32,6.15939265117049,14.9808392322513
"449",449,6985,38,18,12,6.44976736512035,17.1699273643256
"450",450,6979,97,8,32,-41.0073405364528,14.7677796406036
"451",451,6890,38,15,12,-21.1709739174694,15.7297884795568
"452",452,6812,30,24,8,-47.2716405754909,10.2789546421894
"453",453,6825,73,8,13,13.1175254238769,7.38853689602157
"454",454,6888,80,22,13,41.1316135898232,22.4282666009362
"455",455,6908,42,15,30,42.0532209333032,1.13699955611629
"456",456,6941,55,6,14,-30.3269295254722,3.68831202701153
"457",457,6889,69,23,13,12.08336786367,25.0675813723165
"458",458,6886,45,20,25,26.748679461889,12.1606424026315
"459",459,6892,87,22,31,-39.7130260011181,3.59511316210567
