"","SimNumber","Targets","Span","Samples","Phases","Errors","Offset","OffsetVaria"
"74",74,7500,147,35,9,31,-3.69635629467666,15.9434250319391
"75",75,5929,82,18,4,8,-4.24377487506717,19.3790297110993
"76",76,1471,185,27,1,14,38.6522393673658,15.775441396924
"77",77,2012,51,25,1,16,30.8407259872183,14.7661011459953
"78",78,8648,56,15,6,25,14.1642411239445,20.7257311024112
"79",79,4087,69,25,9,23,5.76398260891438,11.535899615424
"80",80,3670,127,34,5,13,14.7449795389548,3.09515077253897
"81",81,5521,149,29,5,29,29.443958052434,21.1403269026689
"82",82,10255,98,25,7,14,-15.0363471824676,5.85735183167714
"83",83,8793,165,12,8,13,-6.1584817012772,17.3152062673164
"84",84,9292,104,20,7,29,2.12091067805886,11.4940132865766
"85",85,9841,193,15,3,9,21.5291369706392,24.6457341009688
"86",86,4302,185,20,7,19,16.110966890119,3.12417761563859
"87",87,5296,66,33,2,14,-15.4006614349782,0.828007628234802
"88",88,1913,83,16,8,16,19.2546306876466,26.4702667048394
"89",89,7297,90,32,9,10,-16.3513013394549,1.4837533339418
"90",90,4497,150,38,8,24,-17.6570213632658,17.9245896297616
"91",91,9952,94,38,4,29,29.2535942746326,16.3961683180216
"92",92,12158,81,14,4,9,-33.4052563412115,25.2159211274604
"93",93,6299,29,28,8,14,-21.5731935808435,19.2525634274548
"94",94,9595,80,38,6,24,48.5282892594114,20.0431706230599
"95",95,6946,191,28,4,27,-48.1748752994463,20.762855003353
"96",96,11584,66,13,6,18,11.9844505796209,3.96983585098688
"97",97,9450,195,13,5,18,6.08847225084901,2.85118742308347
"98",98,1972,136,34,3,28,-27.178791561164,15.5021671477333
"99",99,9368,84,23,5,13,37.2646182542667,21.6422437425593
"100",100,1133,181,40,10,28,-37.0043061906472,4.97450980534009
"101",101,11774,141,33,7,25,0.871318858116865,18.4006439273939
"102",102,3412,100,28,6,16,-22.4410745780915,21.3387501676797
"103",103,10614,75,38,2,23,-22.0089995767921,14.7839951777614
"104",104,9979,64,25,6,27,-8.71522706001997,6.22450745909126
"105",105,3984,88,36,10,8,15.2948532020673,10.5594435042089
"106",106,1987,58,30,9,24,27.9123084852472,24.2579815170376
"107",107,1226,173,34,9,28,23.3853018144146,5.41937931789062
"108",108,12285,37,39,5,20,-47.7080452954397,2.1788376260323
"109",109,3943,126,32,9,12,37.6455679768696,25.5030727278965
"110",110,9097,109,32,6,31,-6.38092835433781,25.0275756230261
"111",111,9863,51,18,4,30,35.2100583259016,6.00541732779494
"112",112,4671,167,13,8,21,-32.4166279518977,19.6653732432106
"113",113,11939,183,39,4,28,15.3861986240372,22.9360430961
"114",114,1481,103,23,2,11,-12.6026177080348,23.7827057776761
"115",115,1064,80,15,10,12,-15.0229788152501,3.28401450757938
"116",116,1503,92,34,1,28,-26.4489723369479,13.201419733254
"117",117,12171,109,21,3,26,-10.3411380667239,23.2803753342957
"118",118,5824,190,36,1,13,-5.84859801456332,6.65572117099864
"119",119,12110,114,25,3,17,11.5795525722206,6.38069727730565
"120",120,9387,171,22,2,32,-30.6053884793073,9.97988563810498
"121",121,6809,110,38,1,18,47.0652214018628,7.31459040764603
"122",122,4772,28,29,7,18,-29.348090547137,6.04625389338611
"123",123,6175,127,16,5,19,-8.19283770397305,23.7885621814758
"124",124,9046,159,14,3,31,18.1238242657855,13.1233097976495
"125",125,4237,164,36,9,19,-43.786579859443,2.04521713786735
"126",126,12217,199,16,1,21,46.0958117619157,9.7785109172964
"127",127,9386,168,16,3,28,5.98271850030869,14.4585443396107
"128",128,5217,133,25,9,31,44.8827308602631,25.4825416954705
"129",129,7983,43,18,6,19,28.3815833041444,18.0665251602386
"130",130,11811,71,14,9,12,-24.336592759937,16.9070287896711
"131",131,1423,111,26,8,12,-46.298891515471,22.7990582643417
"132",132,5072,92,37,3,15,12.3459157999605,24.5027056126113
"133",133,7943,27,37,9,23,17.8544153692201,21.3331845702541
"134",134,7498,161,14,7,27,-20.8673912798986,24.3007401848
"135",135,2806,102,37,3,26,-17.9335648193955,12.9139297204274
"136",136,4009,28,19,3,16,21.0712667088956,15.0742605670565
"137",137,6380,197,10,7,20,40.2670203242451,6.3880181707514
"138",138,8592,120,22,7,25,-44.5862610824406,3.3335151398934
"139",139,10179,155,32,4,10,-24.283872381784,17.5907128413476
"140",140,7609,77,35,8,21,6.94469325244427,4.52724070523423
"141",141,5774,100,37,1,25,22.7031637914479,1.31408773073275
"142",142,12180,106,14,7,26,-35.8099039876834,17.1589554176459
"143",143,7229,39,20,8,8,12.4355450971052,25.8580516481809
"144",144,7664,69,18,5,25,35.9174152603373,19.7953998534856
"145",145,2173,111,40,10,9,-41.5544577641413,19.6392697463946
"146",146,2259,65,24,4,24,-17.8540108958259,16.1432974115061
"147",147,5948,34,24,1,9,34.1546012554318,15.2652395245277
"148",148,11741,109,11,7,27,-44.1867308691144,3.41702195414086
"149",149,5211,184,21,10,13,37.8735410515219,10.0681747099285
"150",150,2317,77,32,10,28,47.7158459834754,20.862667711175
"151",151,10136,28,17,6,32,3.57929086312652,6.32991868011118
"152",152,3112,83,39,9,18,-32.2764175478369,14.6382761288905
"153",153,6998,38,20,10,14,48.3293536119163,0.784107390901307
"154",154,9723,67,25,8,12,38.6205495800823,22.2254871694725
"155",155,3919,147,38,5,29,-26.3008223846555,10.8597540221182
"156",156,2257,25,38,6,23,35.2366237202659,22.4782342361794
"157",157,5962,73,28,8,15,-48.922826629132,19.4324938219278
"158",158,4859,136,19,4,31,-10.2376843104139,3.63202163903601
"159",159,11057,57,24,5,24,-9.60286112967879,25.4367173137688
"160",160,537,52,14,10,12,-48.9603897091001,12.9847910662289
"161",161,3777,108,11,2,26,19.6506877895445,22.3933896410419
"162",162,11460,176,39,1,24,-37.8976482199505,15.7203918502673
"163",163,11950,40,19,7,26,42.8485660580918,23.109221055906
"164",164,1629,56,12,6,20,27.4913728702813,22.3784027043609
"165",165,9444,175,32,9,16,-3.56586468406022,5.23987301553227
"166",166,5646,59,34,1,9,35.0908098043874,2.11479338652361
"167",167,9868,99,24,4,27,39.196754177101,13.6278943575306
"168",168,1067,171,15,4,24,-31.2837383942679,14.4267688907147
"169",169,7411,175,26,7,16,-22.2912889905274,11.4183846572533
"170",170,8723,145,18,1,21,1.38530016411096,6.86386531804618
"171",171,10395,84,30,4,16,14.112457819283,3.67964774434641
"172",172,11883,42,12,9,22,-22.8625027928501,18.4651039421549
"173",173,2780,58,40,2,15,-33.7604113621637,19.0780571943885
"174",174,11123,96,26,6,13,-24.580928357318,24.9799577667105
"175",175,9720,60,20,7,32,-24.067579396069,11.8411691612538
"176",176,5108,43,10,2,31,-21.0178713547066,23.6055825278647
"177",177,3066,39,34,1,32,27.8588670073077,19.2205074818858
"178",178,12125,157,11,2,10,39.4899829057977,17.6040318399125
"179",179,1166,45,33,2,24,-14.5364531083032,9.1335200684173
"180",180,6858,116,15,6,27,-40.6631190562621,9.28284134288947
"181",181,10284,107,25,2,22,45.7512237364426,20.6787369675869
"182",182,8564,93,18,2,30,-48.2450723880902,8.80883568960032
"183",183,5073,36,33,8,19,42.4270746763796,25.646359915097
"184",184,2007,198,22,8,31,13.4531639749184,8.72491033603949
"185",185,4986,159,35,1,28,17.0243995497003,10.6295590039091
"186",186,2382,127,20,7,28,18.7666938174516,22.4216521780607
"187",187,8085,47,15,6,26,14.2452598316595,24.3845197403079
"188",188,9257,70,22,1,15,-37.4581539304927,17.8510960710489
"189",189,8405,161,14,3,20,-33.0609725322574,2.38689998031664
"190",190,5082,128,39,2,9,21.3282220531255,7.26293828693894
"191",191,2940,130,35,7,32,37.9360182443634,7.54546497767861
"192",192,10641,31,15,7,13,-14.4029509043321,8.9900261997825
"193",193,2069,132,10,7,25,-48.4708177857101,14.4621860826479
"194",194,5128,83,28,6,31,-48.028228781186,20.5012462518946
"195",195,2177,194,37,4,17,-3.96556127816439,14.7513864384831
"196",196,12221,160,35,10,32,25.7055920781568,2.35782247715979
"197",197,8895,132,29,3,19,44.1436245804653,19.2345219503047
"198",198,2868,167,13,7,8,-9.75460845511407,14.8286459378889
"199",199,7411,183,17,1,24,-48.3934987336397,7.01428249338362
"200",200,9207,141,30,8,23,15.4563379939646,12.2969433698906
"201",201,3761,39,30,2,20,29.3582012644038,24.8695869378108
"202",202,6137,170,37,3,30,-22.3925495287403,8.14599147397
"203",203,5294,48,14,8,28,-11.82110987138,14.5163501240807
"204",204,2009,101,20,8,14,-37.3070889618248,20.587885833242
"205",205,10377,68,12,6,11,15.3807945782319,6.78853238773183
"206",206,1302,140,32,5,25,-47.3258179845288,22.8590620141516
"207",207,9008,99,17,7,28,31.2525775283575,9.07623308217316
"208",208,9249,73,29,4,8,17.4902067054063,18.0767336892858
"209",209,6891,186,15,7,30,15.6089547788724,2.05599338531983
"210",210,6364,143,21,1,11,35.1250281557441,7.72965875746449
"211",211,11798,200,30,5,11,-23.10815542005,8.28522923146165
"212",212,10852,77,12,2,11,27.2353726439178,15.0220373283958
"213",213,11732,42,17,9,13,5.54862953722477,2.60206180700986
"214",214,3834,177,19,8,17,47.6823891978711,6.78402957179653
"215",215,7556,124,13,5,18,12.4132921220735,23.1860696048269
"216",216,1198,28,14,10,24,15.7773705432191,0.825972347633448
"217",217,10139,93,23,3,9,17.3778691794723,26.2330555432597
"218",218,4506,166,20,4,32,27.0613175816834,22.7664885735961
"219",219,8880,147,10,8,31,-46.611118549481,10.9842850064337
"220",220,11699,58,38,5,17,-1.59953879192472,9.0075367797697
"221",221,3099,103,24,5,31,-34.6048727398738,18.3578537629086
"222",222,832,53,11,5,11,-10.4771112790331,25.2585498781817
"223",223,6922,142,21,5,10,-17.405624082312,9.36100869445945
"224",224,11492,67,36,7,21,-45.7347191171721,21.3007305505294
"225",225,1904,43,27,4,8,41.7617648141459,16.1172210308698
"226",226,11292,104,18,9,18,-38.3302128640935,5.29783203880885
"227",227,4913,89,15,6,29,-44.1528079565614,9.63036911334912
"228",228,4899,25,25,10,32,17.9350772872567,5.95919574804627
"229",229,7098,91,30,3,21,-22.815448185429,21.9882433080629
"230",230,373,82,31,6,18,8.6478563491255,2.65393017230905
"231",231,7728,101,38,8,19,41.2767585134134,9.27593695889972
"232",232,6202,187,19,5,13,-47.936245566234,20.6566007807183
"233",233,3703,168,37,3,8,-9.56407391931862,21.2383355423661
"234",234,11730,71,14,7,26,-41.8504858389497,25.0793676558167
"235",235,6452,62,40,9,23,-44.3350791698322,4.42649916182878
"236",236,10060,93,24,2,28,-1.56588356476277,13.9025581212102
"237",237,11742,180,36,4,13,46.5823070146143,6.98074650415522
"238",238,2172,196,14,2,15,45.0180561281741,1.56677684470336
"239",239,8396,164,30,3,23,46.4112328598276,9.92684727289202
"240",240,8095,170,17,2,19,41.7260258691385,13.9684520728705
"241",241,7220,120,32,4,15,-2.59947930462658,11.0373479335378
"242",242,5123,163,13,7,15,0.86199336219579,18.4440500702977
"243",243,9100,102,31,5,15,-45.2422389527783,17.3934917269701
"244",244,6112,183,12,7,12,-31.8622342310846,3.12291879558307
"245",245,6189,146,37,2,27,12.2193003306165,23.9337959772106
"246",246,2201,157,29,6,10,-15.9673768561333,8.21134225677652
"247",247,8827,116,37,8,25,46.6498920228332,21.1022648744562
"248",248,1453,75,40,8,11,40.743824862875,19.664189040465
"249",249,5039,169,24,3,26,-18.9807851566002,5.94134403479588
"250",250,5627,67,14,4,27,28.6205134354532,17.3156435010608
"251",251,9197,180,37,4,11,-24.3447770364583,9.55169644452096
"252",252,1528,119,11,8,13,25.5095155909657,2.39438572409353
"253",253,2267,96,23,8,9,49.2649759631604,5.31235445281188
"254",254,5394,147,30,6,9,-2.77640169952065,4.67305483040307
"255",255,1372,166,38,3,12,20.6391548737884,14.8328151970499
"256",256,11461,133,12,8,12,-23.1251452118158,16.9887591147069
"257",257,5000,108,20,10,18,34.0394113678485,25.2082017218047
"258",258,5410,33,11,3,25,24.5473982300609,8.35218218253762
"259",259,7745,76,31,6,12,29.4618925079703,23.7656893229675
"260",260,1548,157,30,1,9,37.1725402306765,18.4835096645611
"261",261,8781,94,34,2,19,-30.6825101841241,9.03118638880341
"262",262,1136,68,15,4,20,-15.0359828956425,14.256550839304
"263",263,3776,196,23,4,26,13.4054243797436,21.0009311494709
"264",264,3343,127,37,6,8,-44.5124475983903,19.92627828199
"265",265,9186,131,12,6,30,-5.44414378236979,26.4247970607642
"266",266,9165,95,12,2,27,-18.1685567134991,8.61319154611393
"267",267,3397,43,28,5,18,-14.9632997810841,19.3115110467963
"268",268,12159,141,20,5,14,-26.9926593173295,5.88173768663569
"269",269,6938,63,14,8,14,-34.0086269192398,21.4992777108769
"270",270,2289,81,25,6,10,4.34487061575055,8.4584593752604
"271",271,9810,195,28,1,16,2.46818710584193,17.7166735979614
"272",272,5879,176,17,6,29,8.79369631875306,22.2334652184432
"273",273,10501,69,19,8,19,-16.9248549733311,12.995466801808
"274",274,1294,188,20,10,14,-1.07901312876493,0.954709467880428
"275",275,6845,182,11,2,16,-33.1000670325011,21.0161907286958
"276",276,9092,30,18,10,24,32.6850467827171,19.6633748393797
"277",277,354,185,11,8,11,-39.7894022287801,12.4991461244295
"278",278,6836,173,11,5,28,25.7214781362563,16.599719798639
"279",279,3054,35,16,4,18,45.0105021707714,16.988740136466
"280",280,2815,73,14,8,14,26.7170932609588,23.5441175954104
"281",281,3353,99,39,7,10,-28.5627640085295,24.0092096082373
"282",282,6686,99,10,5,25,41.6363981086761,16.2873944624371
"283",283,11871,160,39,9,31,-16.7490498162806,5.10859023203701
"284",284,480,78,33,10,9,-31.2877252930775,4.50551926326472
"285",285,801,190,15,10,30,27.3000120650977,16.1251309531382
"286",286,1071,132,17,3,8,-20.396758033894,23.7071183501384
"287",287,7758,111,17,7,29,42.9361446760595,1.06057950453251
"288",288,2184,78,37,10,16,29.7942938515916,3.8110554967199
"289",289,10923,188,40,5,22,-49.3891080608591,9.31437946505775
"290",290,4627,27,26,9,23,18.0000359425321,4.5406152996798
"291",291,10054,63,22,2,21,-30.9841108741239,24.1783898472541
"292",292,678,47,27,7,11,-38.6574728647247,24.2295517481528
"293",293,3167,67,38,8,17,31.7728141788393,1.97827961123944
"294",294,3538,177,26,8,25,20.5108314286917,1.28877966653369
"295",295,5197,88,34,8,28,-40.6655508093536,7.43212051262474
"296",296,10156,57,32,7,16,18.1938780471683,17.0575640113945
"297",297,12111,140,27,5,26,44.3772777915001,2.54938218361
"298",298,5900,88,10,10,26,23.1503202579916,8.32243623315985
"299",299,7952,177,23,4,14,-21.8497546156868,1.49603187327762
"300",300,7844,157,19,4,31,-47.8971184464172,24.9286754255516
"301",301,701,60,33,9,24,15.8749409485608,4.3667629336461
"302",302,8203,104,13,6,24,-8.36639776825905,3.950669592235
"303",303,311,164,28,7,31,-7.32477805577219,21.693731383122
"304",304,3761,118,19,7,27,-33.2187528721988,6.9013385148691
"305",305,4772,127,15,1,32,25.4705372964963,15.3356061404122
"306",306,959,26,20,2,21,-21.8165288679302,23.0507506689876
"307",307,6030,179,28,5,14,39.5603862358257,13.457595426484
"308",308,1569,100,22,7,28,-19.0590148791671,22.7323324968764
"309",309,5750,153,12,5,16,43.4270543744788,7.38949367453507
"310",310,940,41,18,9,9,21.5380229521543,1.94654463609518
"311",311,380,38,29,6,15,-40.6681347871199,9.30810979710589
"312",312,11159,160,23,10,20,43.0725360522047,14.921185321263
"313",313,5645,41,35,7,17,18.8891906058416,10.5397103846511
"314",314,5483,177,27,4,31,27.4060318246484,8.21115830480889
"315",315,7676,41,27,6,13,-43.501173867844,4.81790453270194
"316",316,7328,137,18,3,18,-20.6589330220595,10.0885514485156
"317",317,5865,62,11,9,15,19.3942160112783,23.7562149174411
"318",318,6382,128,36,8,11,-10.129325161688,19.6209965631857
"319",319,8791,109,17,7,9,37.3704293509945,15.4891919662855
"320",320,2046,113,21,10,22,36.3886948907748,9.13006460335455
"321",321,3681,42,18,1,13,0.198324676603079,9.22426485427772
"322",322,4037,147,26,5,27,44.2245527403429,2.86426041404135
"323",323,5908,95,18,9,12,-11.9469459168613,17.15781062745
"324",324,1156,156,13,3,27,-4.50699937064201,11.9037708446817
"325",325,10230,174,32,2,9,9.20277782715857,8.83783651474095
"326",326,3302,135,40,5,21,22.2943954635412,19.863903134346
"327",327,5582,189,35,1,10,2.69638502504677,12.6525999787252
"328",328,3953,176,29,4,31,-6.87894860748202,2.87343142067431
"329",329,11772,114,11,7,18,24.4538281811401,15.2122888688962
"330",330,1325,137,24,8,26,19.4522473495454,2.0547938506729
"331",331,7008,128,24,7,26,41.6439445689321,7.8827505876245
"332",332,9924,194,32,5,29,30.2036514738575,24.4354819254531
"333",333,9028,41,37,2,19,-24.0513614146039,7.59568846132676
"334",334,6642,189,32,1,24,-0.7576854666695,20.3219930708988
"335",335,8334,188,22,9,8,33.0459845252335,3.00327998963022
"336",336,4516,43,32,9,9,49.8164724791422,16.8089986112746
"337",337,6128,53,21,2,30,40.5604770872742,1.28224585182383
"338",338,8490,156,31,5,15,-46.4609116548672,6.23952960670227
"339",339,7609,88,15,1,10,-13.6709056794643,0.235697266524658
"340",340,8186,56,21,1,28,-13.5263054864481,21.9813607836009
"341",341,6184,36,34,5,16,-36.8583487579599,17.9373339442406
"342",342,1276,143,26,1,10,-18.5031558154151,20.2463312481632
"343",343,327,195,39,1,12,-11.7004199884832,22.4264527907299
"344",344,6128,188,19,9,9,-13.1129759596661,15.214064907714
"345",345,10284,124,26,4,20,-42.6883233012632,17.3993586440736
"346",346,4869,183,25,6,25,-39.5218061748892,0.647455079394393
"347",347,5328,67,28,9,30,9.41032483242452,26.2583468256593
"348",348,560,72,37,2,20,39.4097152398899,18.7761486296223
"349",349,1521,51,17,8,28,-38.8299677986652,0.411401966866106
"350",350,12023,154,28,6,10,12.2831539716572,10.3559898331016
"351",351,11684,66,11,8,19,47.2252432955429,7.11540115220472
"352",352,5640,27,35,7,18,5.79592254944146,7.96449841632391
"353",353,7017,76,16,8,26,40.0017564184964,18.9311118216892
"354",354,10467,98,21,3,25,48.6379585694522,8.68886306157266
"355",355,12200,118,35,8,28,16.9743398670107,6.04847767308238
"356",356,12120,65,13,3,19,20.583507581614,12.1168781657415
"357",357,5283,133,10,8,29,-14.4751081010327,5.29158608748834
"358",358,2292,147,20,10,24,-22.989099053666,6.23521361785173
"359",359,3079,179,27,3,24,-41.2372515536845,21.7687496361865
"360",360,1575,41,12,5,9,44.2988555878401,21.4801555413674
"361",361,10557,198,11,10,19,-9.88414920866489,26.1831003524612
"362",362,7078,65,16,5,22,-45.4126786673442,18.9876962675124
"363",363,3932,127,30,1,30,38.9224307611585,25.7891407546862
"364",364,5567,197,16,10,13,15.1130656944588,6.93593236827385
"365",365,8834,111,27,4,20,27.0171588519588,8.86979054172686
"366",366,3136,133,35,4,17,-40.6267243437469,1.6497070437239
"367",367,6785,198,35,2,12,30.9626386966556,14.2368961438099
"368",368,5274,146,22,4,10,-9.70697831362486,21.0371144613998
"369",369,9761,53,38,8,11,16.9860042864457,24.0129241608391
"370",370,10194,107,19,4,32,-5.69420026149601,12.2493637045084
"371",371,926,177,34,5,25,-38.8033370254561,13.2256797493955
"372",372,10324,66,31,9,15,47.6247042417526,14.0730424232737
"373",373,2569,125,37,4,11,-25.0999739859253,12.0898154533491
"374",374,974,28,27,7,30,-24.0526882233098,22.7969599409362
"375",375,8867,87,20,2,13,31.8215634441003,15.5715974811108
"376",376,9976,142,38,2,25,-17.4856677418575,18.0999915049991
"377",377,2913,84,15,1,15,-37.3264832422137,19.3907016068927
"378",378,11655,35,40,8,18,-11.2760819727555,7.19826017048233
"379",379,6466,89,17,7,18,4.78072175756097,6.88233495319542
"380",380,2040,141,34,10,24,43.1075638858601,12.5837338716579
"381",381,3712,129,39,1,28,-20.4963652184233,20.2391120265094
"382",382,5946,165,38,1,14,28.5303147044033,14.1862847167836
"383",383,11780,36,23,10,15,-9.66885497327894,19.7106311219535
"384",384,7781,166,11,5,32,4.3385777855292,14.6418251895041
"385",385,8711,148,27,4,25,43.9607613254339,9.13399338303064
"386",386,608,26,16,6,11,7.43147751782089,25.6668468829598
"387",387,5612,52,26,4,18,-20.1667389366776,8.38068563709571
"388",388,4582,38,15,1,32,12.3897531069815,15.8765030161361
"389",389,3020,182,10,7,23,6.80174727458507,21.9108946676869
"390",390,8735,156,18,7,27,39.7584520978853,2.90235496316035
"391",391,8324,55,14,2,30,11.3742080517113,19.3527072796675
"392",392,8643,79,34,6,19,-34.7986347973347,22.8337496249373
"393",393,4914,51,30,8,29,49.9870516359806,23.5069717362244
"394",394,10132,132,16,7,10,-35.2575650904328,11.6754708556526
"395",395,6230,42,32,10,16,-5.74572228360921,0.217938025925308
"396",396,2367,155,15,4,29,23.9629969000816,17.7718943251427
"397",397,4938,76,27,9,19,-38.8181970920414,9.16575478333933
"398",398,1425,197,32,2,29,-44.171296688728,8.98800127207069
"399",399,4581,157,38,3,20,-3.69312725961208,16.6485276572926
"400",400,5003,94,16,10,28,-18.5673377709463,11.3799398991258
"401",401,4685,108,39,7,19,37.4052168801427,12.6627828476606
"402",402,5750,191,21,10,19,-0.408416148275137,13.8668289605603
"403",403,9784,192,10,10,14,-3.30546875484288,5.30649097227538
"404",404,10192,169,36,10,23,-18.7373204389587,14.2008961113426
"405",405,7286,145,25,7,30,-3.68391247466207,1.32993474080763
"406",406,9087,36,39,9,23,42.3520285403356,10.0294945377049
"407",407,5402,114,20,9,27,-4.88099618814886,11.2506179825247
"408",408,1089,133,40,2,26,-13.3261283161119,3.67403958778363
"409",409,2119,80,24,4,31,10.043090255931,4.44234573384933
"410",410,9751,100,11,6,14,-20.0275752460584,20.3195517756359
"411",411,386,85,11,2,25,2.13791499845684,19.938905302796
"412",412,11958,144,27,7,13,-23.2050016988069,13.7421457060934
"413",413,1230,195,32,7,21,-37.6189011381939,24.5714771739817
"414",414,987,124,22,1,28,37.6585704274476,0.577884889461333
"415",415,1412,193,20,10,10,17.5546671496704,0.946718092186609
"416",416,2999,90,26,7,29,40.2616435661912,3.83263162804907
"417",417,9108,176,34,6,15,-44.556328188628,9.34954275823617
"418",418,11203,150,38,10,28,12.274967553094,20.3181634457447
"419",419,3577,34,22,8,15,42.1450059628114,12.0690664302835
"420",420,8754,71,36,5,27,-34.5186005346477,13.2444471319204
"421",421,10298,114,10,5,23,-6.78110013250262,5.64936189209158
"422",422,575,178,21,1,18,34.2274043010548,24.4705179854443
"423",423,1143,72,12,4,9,-42.8036288358271,6.37918924135785
"424",424,11371,124,17,1,18,21.9416250707582,5.91870151882526
"425",425,10441,195,25,3,12,-41.8800075305626,13.7468098679252
"426",426,9351,92,33,6,11,-41.4793047821149,10.8762891661795
"427",427,11041,190,24,4,12,-28.8998709758744,7.99173232158041
"428",428,1657,95,25,3,29,45.8176649874076,25.93882695926
"429",429,3277,90,34,1,12,-15.7552625751123,16.9336063229647
"430",430,11138,53,37,4,12,-39.3325441516936,10.9186915908894
"431",431,2812,129,40,6,8,-29.3328734580427,5.81721034107404
