"","SimNumber","Targets","Span","Samples","Errors","Offset","OffsetVaria"
"134",134,9997,63,11,25,-29.7829387476668,25.4475078257509
"135",135,10076,37,9,24,19.4752520648763,6.00485338529456
"136",136,9939,37,13,16,-39.5717756357044,11.3084664125086
"137",137,9979,75,17,20,32.1834268281236,0.699536672263639
"138",138,10072,82,12,8,36.1305275466293,1.11387554440508
"139",139,9985,65,7,18,-20.1050526928157,17.3882974453676
"140",140,10073,64,6,32,-26.9795206142589,25.2727859218819
"141",141,9996,96,5,8,40.9186145523563,26.4809735237663
"142",142,10078,72,12,18,-7.21424450166523,16.13351698493
"143",143,10040,68,22,28,-38.272127811797,24.6909720636643
"144",144,9942,41,22,24,-23.0997513746843,4.92573536838056
"145",145,10027,36,14,18,-9.51699218712747,12.8171048824401
"146",146,9949,36,14,9,-38.011712837033,17.4746381440999
"147",147,9946,33,2,15,-41.1569743650034,2.63801205552858
"148",148,10097,92,10,32,30.5069516180083,2.11558548129001
"149",149,10027,65,4,28,7.11760018020868,16.8108350213822
"150",150,10098,78,23,23,3.50613510236144,10.2265875119376
"151",151,9905,43,22,15,3.58120643068105,2.65987333554425
"152",152,9903,43,14,10,5.73213808238506,22.4181302768153
"153",153,10018,60,12,24,-5.17307373229414,5.501766415925
"154",154,9979,25,15,31,26.5096041141078,0.751662576487288
"155",155,9956,39,17,28,23.0298159876838,20.0442078740038
"156",156,9905,48,22,16,-22.5891998736188,20.0615032459218
"157",157,9937,35,17,29,31.4395713387057,0.108729947448708
"158",158,9908,32,2,27,-20.0033362722024,21.5348676196097
"159",159,10032,96,20,23,-39.649861655198,25.9935619890811
"160",160,10003,50,6,32,-15.9105700207874,12.1253933618614
"161",161,9965,87,3,20,24.2325912229717,15.4765456340704
"162",162,10067,48,22,12,8.47043020185083,19.4096320073244
"163",163,10002,66,10,15,31.8230970064178,12.2907694877612
"164",164,10025,94,9,23,-23.3536077663302,6.17167282615812
"165",165,9931,81,22,25,12.0732991257682,0.567011295232223
"166",166,10013,28,7,21,7.51310426276177,18.3256176042582
"167",167,9950,79,7,12,-38.2300034863874,9.83464723971486
"168",168,9976,64,18,14,-37.0499185752124,10.9721462064276
"169",169,9987,58,14,11,33.272258611396,15.9669169414158
"170",170,9982,91,25,24,22.0209514256567,11.7591741526893
"171",171,9961,74,23,14,20.6345385406166,17.369368272722
"172",172,10090,74,25,32,13.8205874012783,21.4006320661537
"173",173,9903,25,16,32,13.8693463755772,3.56799002289562
"174",174,9989,66,25,32,13.0541163263842,14.9685055659381
"175",175,10073,51,3,32,-26.3284057378769,15.3334074285289
"176",176,10036,78,14,8,-2.69475637469441,22.5011300586059
"177",177,9918,83,16,11,-29.4814253225923,14.3279885843901
"178",178,9910,73,16,23,-29.4692572904751,5.24462557796086
"179",179,10091,96,20,28,-48.7194412853569,10.7987370526544
"180",180,9979,35,14,30,-21.8201916664839,1.16013683285285
"181",181,9935,95,17,25,15.8880713162944,26.060390471031
"182",182,10030,57,5,14,24.5021826354787,20.2975125715269
"183",183,9958,39,19,17,43.221365660429,14.8737026941685
"184",184,9913,31,15,22,-48.4812241513282,21.5058056457872
"185",185,10070,65,18,21,-46.2129994761199,15.2658831805757
"186",186,9997,47,15,27,31.8966743070632,0.556279723151121
"187",187,10051,29,13,22,1.63740525022149,0.97109577835747
"188",188,9987,82,17,29,-4.81886605266482,6.05339957127161
"189",189,9984,53,21,23,-40.9388748230413,4.96671277769189
"190",190,10013,81,25,10,-33.3662126446143,16.5026935111901
"191",191,10087,49,21,28,-28.7917695939541,19.7530330962695
"192",192,10098,98,14,31,-17.7706212038174,15.6080620609352
"193",193,9982,50,25,21,-49.9377495143563,0.0156639055500273
"194",194,9942,71,2,21,-33.4171052090824,2.99057720393524
"195",195,9933,42,8,29,49.5575572596863,16.2937041660864
"196",196,9913,91,23,18,34.776221960783,20.5359690413456
"197",197,9913,83,12,17,41.8631215812638,0.211828031859826
"198",198,9910,41,18,18,-44.3551877979189,22.3411501203338
"199",199,10004,64,9,26,47.7392018307,18.7659785321299
"200",200,10008,84,14,14,-31.5529785584658,0.263670484086266
"201",201,9948,82,3,12,39.6056296303868,25.5345029961541
"202",202,9979,60,15,22,-29.1813569609076,21.6325697878634
"203",203,9946,75,3,30,-12.1806668350473,10.9525734887901
"204",204,9997,29,14,13,47.0897010527551,16.4118427593715
"205",205,9905,87,24,32,-8.10262174345553,13.3749248456035
"206",206,9963,81,12,19,-39.2010792158544,25.5357969037441
"207",207,9953,31,15,20,2.46843888889998,12.1249970892812
"208",208,9934,92,21,14,-41.9151635374874,16.4911320482751
"209",209,10038,35,18,31,9.66808057855815,19.2053055715873
"210",210,9954,58,16,20,-7.76761507149786,21.0027293624752
"211",211,9936,33,15,27,31.8220308283344,1.7851668232833
"212",212,10004,29,24,9,22.2989490954205,10.9174019712959
"213",213,9912,34,6,15,-16.4921982213855,11.6820432746711
"214",214,10049,71,8,31,-47.6153458934277,17.9253418554147
"215",215,10012,84,24,12,-41.3865672424436,12.2631820418155
"216",216,9988,54,20,15,-1.15477244835347,2.9994031039672
"217",217,9901,38,2,23,18.9923110883683,22.818969807745
"218",218,10096,89,5,27,49.4214933132753,19.3491020308745
"219",219,10062,71,15,20,12.4457184458151,23.246912598856
"220",220,10014,48,25,24,25.0835564220324,24.6667159221442
"221",221,9905,28,5,13,9.82563034631312,10.1629871510256
"222",222,9922,45,10,28,-33.2049705088139,2.00557657163963
"223",223,9913,93,3,15,3.38345766067505,21.2163369415742
"224",224,9942,30,9,17,6.45557097159326,12.1825911762863
"225",225,9989,88,16,10,-11.0922812484205,24.3192377813887
"226",226,10089,82,21,16,2.523930137977,20.8592170770494
"227",227,9904,65,17,14,48.1164223281667,3.5644483598473
"228",228,10059,66,8,24,-26.0035308310762,16.1706944148764
"229",229,10080,48,4,14,5.28852378483862,22.5509693747808
"230",230,9982,87,18,14,-38.2990813115612,3.83570729384222
"231",231,9969,57,15,8,-13.2611131994054,18.6339426098543
"232",232,9942,31,23,19,46.3481748010963,1.59577063629567
"233",233,9985,29,24,23,-37.3093683505431,19.6407523196635
"234",234,10081,57,4,17,1.48751316592097,25.6012797383354
"235",235,9909,59,12,20,10.266228672117,5.00136091898405
"236",236,9938,76,19,28,-41.2553437054157,8.10482714502723
"237",237,10043,57,3,32,-37.6043875003234,5.08718328839378
"238",238,9914,38,7,29,-41.4096941472962,5.83255371207069
"239",239,10067,76,5,27,-32.7188732335344,6.33371210717061
"240",240,9914,64,6,25,-47.539628087543,6.68369062499492
"241",241,9972,47,22,14,34.0211419155821,11.2607129012572
"242",242,10093,56,4,25,4.07619252800941,13.4938562185005
"243",243,10044,81,14,23,-12.4832035275176,8.81477842095098
"244",244,9944,42,16,9,-44.6532185189426,16.3922802650582
"245",245,10093,70,2,20,21.9178321538493,16.001635196079
"246",246,10029,25,5,14,-11.8502372410148,4.24784657799173
"247",247,10096,38,15,14,-25.044983625412,24.5956932242764
"248",248,10072,96,2,13,-47.9165001539513,21.4785325377535
"249",249,10055,25,8,13,-27.1563422167674,17.7856327514693
"250",250,10095,31,3,28,25.736071378924,19.5383224161728
"251",251,10008,75,10,28,-31.4105543075129,4.07780583369639
"252",252,10066,62,2,10,11.0974254086614,22.3508318181026
"253",253,9943,88,6,18,-31.2230023788288,26.4906198995491
"254",254,10022,54,19,15,-43.9336310140789,11.5590753854131
"255",255,9940,59,2,9,-12.7966101281345,17.151975583426
"256",256,10093,96,24,20,-35.7387861702591,19.2083801391597
"257",257,10052,91,18,13,-48.1151849264279,14.0661652603499
"258",258,10074,61,9,19,8.41624483000487,4.03845738183591
"259",259,9953,31,19,16,-24.8724133241922,21.9210932818989
"260",260,9971,48,21,22,-6.73727050889283,15.5589058627163
"261",261,9915,83,15,15,27.395720151253,11.2784278119928
"262",262,10001,92,15,13,21.2365675950423,7.7231615110361
"263",263,9925,99,11,18,-12.7330821240321,18.9201666333419
"264",264,10095,58,5,14,-19.2720114253461,10.3924955283348
"265",265,10017,49,16,15,-28.0460852431133,5.86536191414157
"266",266,9946,99,20,26,29.3821949511766,4.28585206017783
"267",267,10024,69,6,22,-16.6805834742263,13.8565451355274
"268",268,10053,40,8,11,-25.0465546967462,24.796679298352
"269",269,9948,33,11,18,-43.0725201265886,0.622639684406109
"270",270,9995,92,18,8,-6.35346774943173,23.6723911246161
"271",271,9945,31,12,11,-35.121106961742,24.4663370037028
"272",272,9974,77,23,15,17.3411863390356,1.4062681933702
"273",273,10004,31,18,22,-0.209150556474924,1.38504378264537
"274",274,10005,41,9,20,40.7213616650552,13.375863879832
"275",275,10016,36,6,32,28.3577003981918,9.36485455847252
"276",276,10066,27,22,17,-49.2615834577009,24.8835860126305
"277",277,9972,75,8,30,1.43176754936576,6.50509018196212
"278",278,10032,66,6,28,-27.3967412300408,25.3065404631998
"279",279,9988,98,11,31,6.17671455256641,25.8017696572749
"280",280,10066,87,7,30,45.1393343275413,6.303634600027
"281",281,10024,67,21,24,-19.9933081166819,12.268680740325
"282",282,10067,40,4,30,-3.57837209012359,22.6931906030546
"283",283,9980,94,20,8,8.12411757651716,4.48178874991601
"284",284,10080,43,12,26,25.086985132657,17.4376004411436
"285",285,9947,38,25,32,33.1477127503604,3.768855989879
"286",286,10042,65,18,12,-28.7658717250451,17.1559858597158
"287",287,9992,71,17,20,-1.83376313652843,20.5121289156992
"288",288,9921,76,19,19,-34.9089863244444,24.3787582030336
"289",289,9949,31,16,20,-2.36433683894575,8.45506386194238
"290",290,9936,27,23,26,-49.5665207039565,9.19881325633474
"291",291,9959,88,12,23,-3.17530729807913,16.1996301673555
"292",292,9966,90,5,31,37.2929351171479,25.9208854201939
"293",293,10070,78,18,31,-2.41889045573771,18.7713447963283
"294",294,9919,97,15,25,26.6325555508956,14.6643919159067
"295",295,10073,65,22,11,44.5852253818884,23.6908581561185
"296",296,10070,34,8,8,-47.2931061405689,15.8712125723546
"297",297,9944,41,11,19,-18.3587994193658,1.76480417030212
"298",298,10058,46,10,23,-35.3808247018605,21.9808784981286
"299",299,9935,60,25,11,49.4242550805211,4.88471591819357
"300",300,9998,98,5,16,40.8491453388706,3.50167376835667
"301",301,9982,42,5,31,19.1428442951292,12.0503496214389
"302",302,10086,28,7,26,-39.116372866556,16.94380875627
"303",303,9905,100,25,15,34.3709433451295,17.4892388464315
"304",304,10020,82,21,32,19.5195489330217,25.4658421514719
"305",305,10041,33,19,23,-17.3849109793082,3.01514683810761
"306",306,9914,91,6,15,47.2318776417524,23.2680257252729
"307",307,10044,78,10,11,-22.6867826888338,15.0551283284673
"308",308,10042,88,4,19,-12.6528445631266,21.6457891876823
"309",309,9940,48,15,31,-11.3885066239163,21.5880075085398
"310",310,10016,29,15,20,4.57136449404061,10.2069991539097
"311",311,10002,38,11,30,19.2473023198545,8.81391734805284
"312",312,10088,78,22,18,-3.69670577347279,8.02674140729685
"313",313,9989,55,14,28,1.20065463706851,22.0847579357205
"314",314,9923,26,7,22,37.2046775184572,11.4480061992027
"315",315,10062,56,15,29,-23.6132585443556,1.00466400468233
"316",316,10046,48,10,14,24.599484866485,8.75807271428686
"317",317,9961,45,22,13,-4.23949200194329,9.89464326496119
"318",318,9985,46,20,14,7.71163213066757,10.9069075593585
"319",319,9967,56,24,23,-9.2580919386819,18.2272784865065
"320",320,9956,87,21,16,-44.9917041696608,10.9800826464072
"321",321,10096,32,16,16,42.8198648383841,16.1325092378703
"322",322,10017,95,14,31,5.60096085537225,11.1875341185108
"323",323,9931,38,5,30,16.1288309376687,16.7011574535554
"324",324,9928,45,9,20,-49.5239088311791,7.49075027728011
"325",325,10047,37,25,18,5.1139849005267,24.7540496653523
"326",326,10044,58,18,26,-14.859747258015,9.88964810681343
"327",327,9914,75,23,22,-47.2844215575606,16.9761866039003
"328",328,9964,49,11,31,-42.4285775981843,7.97600591834984
"329",329,9992,90,11,13,11.1716892104596,22.7480264470682
"330",330,9932,39,11,22,21.9688731478527,10.243844224019
"331",331,10009,85,11,19,-4.59971486125141,24.3552337849902
"332",332,9903,94,8,16,38.5243437951431,24.7781447324462
"333",333,9910,54,16,24,-14.9515122408047,16.807313391607
"334",334,9943,48,16,8,-16.2691759644076,8.9080318575541
"335",335,9935,54,23,21,-26.7840618733317,2.37850789597142
"336",336,9942,72,19,15,-35.4362827260047,22.1843372654736
"337",337,10011,72,20,18,9.58926139865071,13.6652216452446
"338",338,10062,30,23,20,-9.73863825201988,9.99537924939557
"339",339,10023,82,14,9,-12.1844697976485,12.7455619241088
"340",340,10042,81,5,14,27.7018979890272,9.70563673038059
"341",341,9988,46,12,19,-48.630726733245,20.6437821327392
"342",342,9924,30,2,27,-12.5141375698149,23.429002058211
"343",343,10045,63,24,23,1.53096171561629,14.5766370482477
"344",344,9962,44,4,13,9.6106223994866,8.82897236207779
"345",345,10013,35,20,30,36.6685778601095,19.6824340339527
"346",346,10099,84,20,30,16.9657510705292,23.2862435779017
"347",347,9944,31,11,16,35.8969123102725,20.088754290825
"348",348,9979,32,20,15,-27.1896029822528,6.32494601697847
"349",349,9932,46,9,31,17.2627844614908,18.8101891278678
"350",350,9937,51,21,11,43.7005177140236,23.0612589259096
"351",351,9902,74,19,14,46.1040721740574,14.3070714039917
"352",352,9977,52,12,14,43.9913880312815,3.65750968186487
"353",353,9980,98,25,8,21.9764089677483,10.9377651610479
"354",354,9916,36,18,18,-22.1012159949169,24.5338974003925
"355",355,10068,98,21,19,19.2873431602493,2.83197062150016
"356",356,10071,43,18,13,-13.372976728715,23.8703026064401
"357",357,9972,89,14,16,-44.406892824918,21.8023325095673
"358",358,10020,58,21,25,0.142081617377698,15.6402824928183
"359",359,9902,50,19,29,-44.1507228417322,17.2291846942448
"360",360,9960,83,11,20,49.3191340472549,18.9843130135457
"361",361,9991,97,20,15,41.4998133433983,12.5515503905825
"362",362,10063,100,3,22,31.0803735861555,11.0858977843637
"363",363,9903,59,22,32,31.9516888586804,7.3043771648875
"364",364,10091,60,24,18,-27.2207818925381,10.1454740784476
"365",365,10021,91,15,32,-12.6409990713,25.523394962654
"366",366,9956,75,7,10,48.3658378943801,16.1547521310707
"367",367,10097,60,12,14,-27.972658816725,21.9531813164896
"368",368,9941,76,13,9,27.0676465472206,2.60457176574576
"369",369,9996,86,22,9,-33.6128733120859,6.68546025341214
"370",370,10078,25,25,31,-39.2955048242584,11.9224900165517
"371",371,9985,63,25,24,-36.4331499906257,8.33535324592911
"372",372,10021,54,2,11,21.6537743574008,18.1035969635646
"373",373,10049,40,11,17,-1.93625502288342,17.5719576379668
"374",374,10091,62,10,16,-41.9556780718267,23.0005868285953
"375",375,9978,26,6,16,-0.847044284455478,10.5124303232762
"376",376,9998,33,17,20,19.1109497798607,13.5479902316178
"377",377,9905,92,14,13,-7.24986526183784,13.4668074744884
"378",378,9985,45,9,10,-28.7494315765798,18.8641276823792
"379",379,10046,58,4,12,-39.5384488394484,23.4122146812354
"380",380,10033,62,24,21,-49.6434537926689,11.9623802860843
"381",381,9950,44,6,14,3.19751538336277,4.99854052163661
"382",382,9927,45,14,9,-23.7869305768982,6.47091291822051
"383",383,10007,93,11,18,-36.9953967630863,21.9980032016137
"384",384,10071,30,13,21,49.8729088110849,23.073933867391
"385",385,9940,77,10,25,-0.0536828767508268,5.84806730727619
"386",386,9951,93,24,26,-19.4782425416633,22.6297237068068
"387",387,9932,31,23,31,7.73437605239451,18.9587810172096
"388",388,10079,36,19,18,-20.8217960083857,26.2588745700649
"389",389,10016,40,19,26,-36.922986083664,1.0667135237183
"390",390,9975,33,23,13,-23.4098737128079,18.2799381445008
"391",391,10000,67,18,23,-26.5850183553994,24.761834859364
"392",392,10042,53,17,12,23.164646117948,23.3041967346622
"393",393,10026,70,4,32,-30.1694260444492,4.32336956218537
"394",394,10041,83,16,18,1.99926581699401,2.77358105868963
"395",395,10009,82,4,30,28.8305767346174,2.12313297838718
"396",396,10009,57,12,13,25.7489423500374,5.16478381617647
"397",397,10025,89,25,20,-26.1472025653347,1.88596885520429
"398",398,9967,50,11,29,34.6245307475328,17.1407197837133
"399",399,10035,36,23,18,-35.1226748432964,0.471402934105601
"400",400,10023,31,4,16,39.0813207952306,0.467544853929663
"401",401,10025,65,22,32,-1.8697070190683,1.81654838113394
"402",402,10028,90,16,20,19.6333777392283,6.76165735385381
"403",403,10067,68,14,23,10.1489653112367,5.11883705073409
"404",404,10035,84,20,13,42.7632805192843,7.98229290487198
"405",405,9986,37,19,19,-46.5563315665349,7.54267818094883
"406",406,10046,46,15,30,35.3141021681949,23.3436735302701
"407",407,9962,61,8,11,45.1119523029774,17.7679973198297
"408",408,9912,93,16,8,-9.52936876565218,17.435423983654
"409",409,9910,32,14,16,-17.5615570042282,10.9431148162007
"410",410,9989,94,15,30,-30.7445130776614,26.1143501878851
"411",411,10043,88,23,13,-11.4333585137501,0.833598941300297
"412",412,9949,46,8,14,0.715313060209155,2.60456038250308
"413",413,9974,81,11,15,12.5271504977718,1.24436293847184
"414",414,9911,48,22,19,7.2074699215591,15.529049875326
"415",415,9989,37,15,24,-33.6633433355018,20.30420866377
"416",416,9965,100,19,11,45.8502235589549,10.2527536196732
"417",417,10063,63,17,31,4.62373360060155,24.0489291352995
"418",418,9936,57,10,13,-39.4162821117789,16.906789377558
"419",419,10005,95,9,13,46.0336667019874,12.9109892776855
"420",420,9989,73,3,25,-14.8570858174935,13.0220671632846
"421",421,10047,61,25,9,-2.9961955267936,15.3737796195168
"422",422,10005,27,6,30,-14.2429550876841,12.7733626716619
"423",423,9920,50,21,31,-37.8679940709844,22.7970216634076
"424",424,9936,74,13,11,-40.1103262789547,12.2703002518439
"425",425,10100,44,19,8,-41.3079909281805,3.27976358522056
"426",426,9967,50,14,27,-7.00980813708156,10.5981868117833
"427",427,9920,28,16,24,-20.2933477237821,19.6450450484464
"428",428,10066,92,12,21,-8.70029472280294,23.6040221783589
"429",429,9969,56,15,16,-40.900724218227,10.0023967254385
"430",430,9996,26,13,27,6.74860852304846,24.6380362401821
"431",431,9993,84,3,30,-31.5994082484394,12.7861631681505
"432",432,9930,58,10,21,48.8931162748486,13.0616272694215
"433",433,9976,47,25,22,21.0616641910747,0.409885663414141
"434",434,9928,83,18,13,-27.3887572344393,22.6551550185157
"435",435,10096,66,3,13,-32.2357943747193,19.5606714851039
"436",436,9946,31,25,15,24.4407603517175,20.7751517435375
"437",437,9926,41,7,31,-42.0472491998225,0.17080277591059
"438",438,9968,89,24,29,-30.9900234220549,5.28068892470258
"439",439,10062,49,20,16,-9.93051978293806,19.3425470538218
"440",440,9909,30,21,10,29.9217969179153,23.4312769175095
"441",441,9901,48,15,27,8.81241036113352,20.955341885716
"442",442,9961,44,4,22,22.6812814362347,26.2711645481715
"443",443,9940,74,6,21,-38.7465027393773,2.64349048014358
"444",444,10085,56,14,9,-15.7840181607753,15.458144051586
"445",445,10007,51,2,13,9.11161182448268,2.80550162079302
"446",446,10078,35,15,15,-47.4184350343421,16.1618719205626
"447",447,10016,31,13,27,-23.4726892784238,12.357090246239
"448",448,9988,93,7,31,-11.9931244757026,14.044308317689
"449",449,10080,68,12,12,6.32308130152524,12.3343586818448
"450",450,9948,83,22,20,-43.3523852843791,7.62910477534751
"451",451,10006,67,18,18,-7.52613714430481,5.07477508497774
"452",452,10088,87,22,11,15.3735182248056,2.12192209134647
"453",453,10037,82,25,18,-4.93776369839907,18.4746891198976
"454",454,10080,100,14,24,30.5032248375937,19.9975791690333
"455",455,10083,96,12,10,13.0980118177831,18.0550111120769
"456",456,9915,62,17,11,9.32409057859331,16.2610837535858
"457",457,9976,67,22,32,43.4979768935591,20.1570323685738
"458",458,9969,42,8,16,41.0769158508629,17.3616462572496
