"","target_years","offset_14c_ages","measurement_errors","offset_magnitudes"
"62",3956,3631.70825913334,19.7365844994783,-18.4696310898289
"63",3897,3627.82309040616,32.2678190905135,31.6046873806044
"64",12165,10314.1204451518,21.2531672574114,-30.4530831985176
"65",4277,3815.93772156285,17.7960783343296,-27.2105143405497
"66",11416,10023.5866384517,16.3331913598813,-24.3236604612321
"67",3475,3217.25988307956,31.0238634182606,-0.204057991504669
"68",9579,8677.36998013054,27.3341085310094,-0.635963189415634
"69",3788,3561.62432068255,15.4985163584352,44.5209012599662
"70",3555,3279.53474033362,23.598035875475,-32.8481191303581
"71",7399,6420.14220284841,22.3484708052129,7.38267384003848
"72",365,362.256964014726,13.3207809366286,16.6393527528271
"73",3125,2979.43929311752,15.9833015797194,45.6520991399884
"74",11312,9921.24185976525,8.96792928897776,-12.6695140264928
"75",10925,9572.15184168073,12.3842110380065,-31.9179381942376
"76",1472,1643.4821614467,18.6909886570647,33.960165316239
"77",5501,4769.30287513392,22.857304207515,-10.179495671764
"78",2508,2448.67362690969,23.0974746949505,-2.97776800580323
"79",7042,6155.97937865397,9.15643723099492,-24.0277722943574
"80",10759,9541.28844097668,15.5497498677578,33.1088406499475
"81",3294,3042.32513104164,13.1855246105697,-20.492874039337
"82",9524,8444.35624481887,20.4891654355451,-3.71556282043457
"83",4965,4414.99672170861,18.7888269163668,24.7956824488938
"84",7350,6408.47477461397,22.981352455914,-36.6026037139818
"85",3444,3228.84743396959,14.2144813169725,16.4782849606127
"86",11074,9582.62199410122,29.5319661719259,9.18134269304574
"87",10026,8849.61259851821,11.5870064503979,-38.1795768626034
"88",6817,5997.63543608967,12.3991994902026,35.4156051995233
"89",2456,2409.48794564824,23.2191801301669,-7.26228291168809
"90",8768,7937.72197372607,17.1250100822654,-6.25602728687227
"91",1745,1894.90613241681,16.7570236201864,40.4705835040659
"92",3559,3265.05543863257,12.8485584363807,-41.6987112024799
"93",2037,2086.07617527445,12.4067268772051,3.26854353770614
"94",9680,8676.73624455879,24.7342362732161,-10.4494864121079
"95",10678,9424.72738480169,23.2186767444946,11.33009607438
"96",11896,10230.1852718821,31.6885167672299,19.9029146693647
"97",4189,3837.68856317034,29.6503589553759,-8.44222253654152
"98",5984,5202.97012823429,20.8927414375357,8.73182285577059
"99",7614,6827.52875246656,25.3211743300781,48.1066459789872
"100",6829,5917.39114462302,28.5260497876443,-48.9353053504601
"101",6660,5846.20858248438,28.185053504305,-20.1128033921123
"102",3637,3397.29028538643,24.0293706536759,7.07802751567215
"103",10042,8868.86103576424,9.91724287602119,-39.3938985886052
"104",5715,4984.16266550178,28.9348749564961,-12.8793518058956
"105",1453,1634.53472065683,11.604906543158,37.1681936550885
"106",4024,3763.84156337363,11.9680818137713,41.0782474093139
"107",7768,6953.39950052482,30.3824199866503,-1.98752377182245
"108",9345,8389.57710091089,29.0580478198826,-26.9159392220899
"109",536,541.470817895347,31.6320389567409,-4.95218283031136
"110",6714,5822.34635456973,11.8952517043799,-30.6068339850754
"111",4074,3705.60865148471,30.2149952950422,-8.53291356470436
"112",7641,6756.27979321191,26.680864041904,-23.5247831791639
"113",3930,3652.22870654792,13.9914204732049,-12.8755468642339
"114",8896,7956.41083602455,25.0314697746653,6.54601100832224
"115",7267,6349.37740956572,32.1006506462581,2.50500207766891
"116",6664,5841.18832558804,10.7879948669579,-10.8814318431541
"117",6485,5662.91988840123,22.0373199833557,-20.9727491950616
"118",4991,4439.84295377731,28.4350115882698,-30.5496497778222
"119",9327,8339.27251742602,16.320077218581,-1.43623161129653
"120",7260,6397.52930599343,15.5500160853844,46.0925648221746
"121",5113,4446.78216977815,27.1663405816071,-31.5095292404294
"122",8546,7776.91255681451,16.810311219655,-12.6517039723694
"123",3136,2972.91946404191,18.3938695371617,31.7022615345195
"124",11035,9533.85359793035,9.13971524615772,-22.072623623535
"125",11990,10308.7913829966,33.9582816071343,12.6119963824749
"126",5329,4681.09481110422,32.9106711784843,2.54697892814875
"127",3849,3574.74376878765,13.9327200271655,-1.46141452714801
"128",1785,1913.81661429212,12.5438096178696,21.9277974916622
"129",6552,5780.12395220529,31.5815542174969,48.8890429027379
"130",1212,1128.62960946397,31.8340948601253,-36.2227732781321
"131",8096,7294.57281113327,25.9510142614599,-17.5653001759201
"132",452,317.648507151969,26.3629511301406,-12.9586876137182
"133",2663,2440.58658160356,15.0805171043612,-5.95531675498933
"134",83,79.2792743783806,12.1058563191909,-28.1812420813367
"135",9885,8783.78316682923,26.4221443503629,-43.3072404935956
"136",948,1039.0250776928,28.6240697184112,16.2065620068461
"137",4075,3767.51455312084,29.1683531019371,40.2029758319259
"138",6835,5978.99449058281,22.390983461868,-42.1111132949591
"139",3739,3522.31499267743,16.9258434963413,8.49970448762178
"140",8460,7716.5857408269,22.1451432832982,30.8931372128427
"141",11907,10160.8032036549,21.6127779162489,-30.3602705243975
"142",8117,7289.3263950479,17.2593234127853,3.00540435127914
"143",1218,1249.52851442996,20.1675315874163,-23.4715354628861
"144",6771,5924.02026567919,12.6709264663514,-12.2048783581704
"145",1054,1111.70042423098,22.4934388569091,-27.8306158259511
"146",9377,8290.71767694324,17.6663890546188,0.159454857930541
"147",2843,2706.66115792566,16.8157512990292,-11.0748928505927
"148",1472,1583.06581620231,21.4454493189696,-18.9869350520894
"149",2008,2094.60640607487,8.20830545458011,-11.5600110962987
"150",3307,3039.43183772372,15.5034509021789,13.9225379796699
"151",5838,5037.10297505347,13.4258251767606,10.6912314658985
"152",5459,4710.40967452966,21.4201983180828,13.8133573811501
"153",6313,5628.9778999095,25.7502454663627,33.1670397892594
"154",1447,1672.10838084954,23.0855009430088,30.8479141211137
"155",7614,6746.6086333114,24.3410557149909,-38.1699054036289
"156",1916,1921.92277074621,22.2421518850606,-40.8095821039751
"157",1739,1928.22784848202,32.9132094995584,8.22797031141818
"158",11323,9947.05942246121,32.2073853507172,-13.7009221594781
"159",6855,5979.05604205661,23.4711954726372,-43.8920623622835
"160",4076,3727.67159026158,13.3063056203537,28.0228002695367
"161",4583,4096.51452447405,21.754356672056,-10.3683471214026
"162",6960,6141.17900663418,16.0114666225854,30.9951594099402
"163",1167,1270.75536880036,24.4297900078818,45.4660453600809
"164",8079,7259.16130120979,13.0628914998379,-49.5364906033501
"165",2073,2072.76771789894,20.9757003958803,-34.1672566486523
"166",1197,1294.66626609347,13.1350249976385,-2.99335550516844
"167",6910,6059.66911851014,28.5073331696913,8.22895551100373
"168",3316,3065.29587914291,22.4761584738735,32.9534067772329
"169",5958,5228.74389023668,17.870522873709,-34.2769044218585
"170",6265,5324.57390482248,31.4388657500967,-23.0731028830633
"171",3680,3396.58070508037,23.3639780899975,-16.4191112155095
"172",5819,5023.48081469469,29.9145787616726,-21.7287897830829
"173",4499,3998.87645051249,9.48305953526869,-4.88056987524033
"174",6829,6006.93758168609,21.493944944581,21.8143366510049
"175",8547,7790.20846159113,23.6307353309821,39.9423606228083
"176",6993,6086.26963849447,14.2420201625209,-47.4655741592869
"177",6540,5763.97504650482,27.1362078743987,17.9365080082789
"178",3467,3290.40896428666,9.36194218276069,15.0892117992043
"179",8645,7897.87665721416,27.4483532279264,16.4137489395216
"180",761,843.033862898113,15.9334019371308,6.0352063504979
"181",8077,7349.84848620787,13.6453857754823,31.3125734683126
"182",1784,1886.86815791485,18.7676324276254,-12.7586150774732
"183",4650,4192.47180811401,14.5534762658644,23.0001013958827
"184",331,321.13600763242,26.649243601365,-36.6682446794584
"185",7906,7035.34028008656,14.9557719803415,1.80137995630503
"186",4591,4155.52177133322,26.5389367728494,16.1204867064953
"187",3013,2961.91739440105,24.1689818142913,44.5119959535077
"188",2208,2208.63854841137,22.6806233550888,-38.9942236244678
"189",7215,6285.59379743564,8.07728318823501,11.6507255937904
"190",11023,9597.86080339104,22.6880416159984,4.45838572923094
"191",10005,8825.55269641176,23.0683049301151,-19.7566159302369
"192",4926,4440.25620497677,19.7426044074818,28.4715197980404
"193",6450,5701.18563928473,14.636662321398,7.64755303971469
"194",539,531.446061744966,16.4529411378317,19.5347893051803
"195",6789,5952.08933441123,32.6743444139138,22.3011219641194
"196",4395,3892.44814794959,29.7008714806288,25.2376878634095
"197",10111,8841.74581153749,14.9483295166865,-39.2567439936101
"198",6715,5883.38903418309,8.3990584872663,12.5330593436956
"199",7811,7003.59044199347,15.0995308251586,23.1056658783928
"200",2271,2204.56070125761,34.2032401834149,32.9946145648137
"201",10243,9150.45987453814,26.4461857608985,-13.6055718874559
"202",9095,8234.14431619373,34.6062571899965,36.2262437818572
"203",2930,2808.25118926234,12.6216939268634,-20.764339226298
"204",961,1139.57908400343,25.9094323543832,33.5439504357055
"205",5571,4758.01711435184,11.9196215933189,5.27023724280298
"206",4053,3684.58141036233,9.76724623562768,7.09835167508572
"207",5554,4695.57332825055,28.3130214659031,-32.96316745691
"208",3457,3274.37827922435,29.4177446027752,-1.79977945517749
"209",2484,2462.65186970507,12.2431788807735,49.3020918220282
"210",1809,1842.40651886139,12.9837827959564,-21.2558696046472
"211",10537,9416.42204324556,28.4729123583529,36.2738590454683
"212",31,109.598910554997,26.5947154194582,-0.909260357730091
"213",5376,4671.93496732201,17.8673876060639,-11.0196496592835
"214",557,633.965087027481,19.0370616391301,22.9724625358358
"215",8475,7708.77699539129,18.0370766310953,-2.32963266316801
"216",6410,5615.08312927957,30.2945917125326,-31.882612244226
"217",11785,10132.7128787128,20.3508514917921,-23.9582329289988
"218",5177,4522.01103695008,31.5144712794572,-11.2876610597596
"219",1468,1553.36818133941,29.6533960164525,-35.6648630695418
"220",6233,5377.35061900945,9.06567174312659,-48.9366091322154
"221",8839,7983.6565002263,10.4065866875462,34.0775619493797
"222",9148,8217.02480173116,24.3504743925296,11.5443998714909
"223",6397,5609.72551306475,22.3792196137365,21.811901521869
"224",2712,2570.31018926749,24.6609386170749,29.4915395556018
"225",5423,4590.15127914898,20.1450546234846,-16.2446473492309
"226",9139,8170.59543205811,17.110413613962,-46.0767252836376
"227",7152,6127.78066544915,27.7611144816037,37.9441885044798
"228",11250,9906.56214818113,12.9534338230733,43.4499741299078
"229",4185,3796.44411241386,13.7348362936173,-12.6053678570315
"230",9585,8728.38265054739,15.0627321915235,47.5426953053102
"231",6387,5608.84676815758,8.58457992994227,38.1017844891176
"232",2616,2475.91521348575,14.2162338471971,-28.4785341005772
"233",4751,4108.2896464316,11.9712858360726,-40.1882284320891
"234",7883,7103.61512117809,18.9210535238963,10.1007147692144
"235",311,337.569553063312,23.596072687069,19.9572476791218
"236",2472,2474.63765765267,19.0536316684447,14.3517062300816
"237",8592,7762.98143071756,17.1500118263066,-46.518406807445
"238",8162,7296.96516187919,13.342768357601,5.0754384836182
"239",9714,8735.84909010661,30.2171734226868,-31.7493884824216
"240",4247,3849.86271016954,34.4942098194733,6.72387429513037
"241",11751,10145.7944839635,22.1022381586954,11.7770172655582
"242",8126,7293.02658090634,26.3039438750129,37.8180789528415
"243",6265,5438.99173829099,8.16809095232747,46.3304383913055
"244",10206,9056.44176219696,8.21644400176592,28.3781949430704
"245",6686,5923.21624045565,18.3609647669364,32.2973918169737
"246",2370,2448.67308410672,16.6949554595631,9.67794321477413
"247",3857,3527.92412853442,15.7943466412835,-29.6512415865436
"248",2410,2370.45609277676,24.9240570412949,-45.6306480569765
"249",6993,6165.25660048532,28.4148741182871,22.1611661603674
"250",4690,4187.02077386007,16.5963658401743,36.2164670834318
"251",1554,1648.56515282367,10.2842234594282,-42.1470142668113
"252",9625,8646.39271933463,29.6524500411469,28.9103023707867
"253",2549,2492.27951767685,26.1863982945215,-18.3017152594402
"254",462,452.44232220304,26.6899018562399,27.9670180752873
"255",12036,10299.8667987797,15.829626593506,2.92127318680286
"256",2896,2833.98351433879,8.25961208133958,32.5525003718212
"257",7423,6467.06837284448,17.3181174763013,17.8474593907595
"258",11021,9533.48938553072,30.0038407372776,-40.0692532537505
"259",534,474.649150397789,14.1422012699768,-49.0967620862648
"260",11945,10270.385263807,30.6859971596859,-27.6550222653896
"261",5018,4464.98053552961,12.9891531839967,41.398623934947
"262",7761,6967.60422588004,18.8392022089101,8.59603597782552
"263",3537,3255.72035305778,34.7141802806873,-44.3612504983321
"264",2498,2499.51129342853,31.8394791348837,0.96109111327678
"265",7830,6984.34436115552,17.0606084123719,-22.142185177654
"266",9876,8762.39918501954,18.2352745980024,-3.59104624949396
"267",4900,4434.3822177204,30.8150796042755,44.5315282093361
"268",7972,7178.41107331066,14.5220921572763,-3.5110134864226
"269",4481,4046.573877047,29.5180735571776,38.9389481162652
"270",737,886.704784863034,12.8851475559641,10.6799696572125
"271",9608,8739.27700025307,31.6630508082453,14.0113348606974
"272",11814,10132.8333074955,26.7103687790222,10.4704960249364
"273",10541,9260.37736025427,26.719658987131,-3.64835443906486
"274",1456,1548.40688075224,32.9448535519186,-29.1219893842936
"275",5394,4627.05225774414,19.0625166974496,-47.0842360518873
"276",9570,8698.17029666652,14.6642218744382,18.1217476725578
"277",11237,9789.01578027678,25.0431778118946,-42.8399910219014
"278",7606,6828.91479730097,29.4112052975688,-1.89031481277198
"279",12221,10414.899488432,10.7893704818562,23.8722787704319
"280",7466,6559.17992373974,12.1526586955879,-3.20071603637189
"281",11437,10063.6560809206,16.3429656040389,12.5877262791619
"282",3502,3325.29636621648,23.1693067962769,1.84004253242165
"283",460,401.717910769095,31.5706029718276,34.6444292459637
"284",5239,4539.67811971971,11.5137098629493,49.8813504585996
"285",457,444.331720042029,34.6039754180238,43.7690515536815
"286",7533,6642.26652085703,14.9246018806007,-4.11079190671444
"287",6873,5993.22287058871,33.722723597195,-33.3128657657653
"288",8326,7484.40703844509,18.2671230661217,40.9508002456278
"289",8944,7970.4814005429,13.3293093240354,17.0361450640485
"290",6059,5348.29500599117,21.7699290139135,37.0849322993308
"291",9909,8940.62671851834,24.5839653811418,2.20754845067859
"292",10725,9483.06454399804,34.9804487267975,19.7915993630886
"293",1220,1234.19014336158,26.5078364650253,-27.2061136318371
"294",3578,3410.16931816176,11.9579535494559,43.6476475093514
"295",5992,5267.40117694425,9.72830210090615,43.4321088483557
"296",6516,5824.45362688337,26.9177341926843,21.3593173306435
"297",4816,4202.56432234092,31.832505651284,38.2269365014508
"298",633,620.66224500605,20.6392167804297,-1.03922102134675
"299",11823,10196.7536132736,14.8449605088681,36.6930154617876
"300",8515,7699.14775486827,26.1700765539426,27.8526581590995
"301",3097,2965.29992783893,34.1003157391679,14.181637018919
"302",6916,6110.56441445936,14.0880212492775,45.5822291783988
"303",3906,3619.01196267189,11.851771579124,13.3438688470051
"304",4898,4419.2150962232,33.4491285902914,-27.0881790202111
"305",2741,2535.58766352354,9.98987859650515,-42.2678472707048
"306",3365,3060.54579782956,25.5588792492636,-45.7164952298626
"307",3224,3060.31768144825,22.8953925268725,25.2352355979383
"308",2646,2470.44501635983,27.8444842202589,22.5432586856186
"309",3323,3031.67489247543,11.1931261876598,-2.86917591001838
"310",5575,4809.98628974351,10.7602024646476,25.9560589678586
"311",639,607.183515364002,8.1248105908744,-3.05374371819198
"312",5326,4681.10708377268,30.2645558414515,-10.9956492204219
"313",9250,8249.1806410119,13.1888156181667,21.4665202889591
"314",11490,10069.8866662342,30.8217228178401,10.9029103768989
"315",4344,3854.52967910591,28.9873405552935,-31.0259496793151
"316",5582,4798.91874798701,30.8750288616866,27.3858590982854
"317",2744,2640.16293292772,8.1877144377213,41.2571073742583
"318",11855,10189.5875663084,17.93890121812,-34.7118572564796
"319",11755,10089.1599831622,25.326806522673,-30.4467331152409
"320",7279,6391.03536240052,16.6631165090948,10.6849670642987
"321",3701,3465.50336937471,14.4454850554466,11.5006822161376
"322",12022,10316.4115030321,13.5799408729654,-19.3755274405703
"323",3411,3199.46313793535,29.0082156243734,-18.1524647399783
"324",8335,7517.66220319278,11.8701493523549,46.5871633496135
"325",459,350.171519472474,22.968004220631,-38.2527441950515
"326",7019,6171.15574810275,18.3923805025406,17.0581987593323
"327",6741,5941.73550282372,14.3585942448117,15.7928274245933
"328",4649,4134.63783882869,24.9136021342129,-5.93252759426832
"329",2875,2784.70345154989,17.4594771501143,-19.4125648355111
"330",10161,8908.41702527887,11.0556339868344,-31.4120518509299
"331",9048,8182.01527033422,26.4860155966599,-2.22121227998286
"332",2985,2842.95002355324,17.9766673392151,-43.9675678731874
"333",393,266.126859834272,33.9202824230306,22.3720052046701
"334",1755,1934.16840670656,31.2329685126897,39.2196341883391
"335",7607,6745.61823679887,21.1191354896873,14.754040306434
"336",8275,7411.48670203785,13.4563217612449,7.06502725370228
"337",3028,2906.94703032025,28.5782692099456,42.6506101153791
"338",8311,7434.81914722232,24.8330269891303,-4.1982302442193
"339",7780,6924.24821266592,8.14943233923987,-14.195964182727
"340",4504,3993.98110309598,34.0465973182581,-1.18589638732374
"341",7698,6920.77262647957,30.4078292609192,4.6490116044879
"342",3823,3499.33094906987,21.2031384601723,-4.03393977321684
"343",10018,8920.65624873826,30.8472263696603,2.63184462673962
"344",8051,7340.26445206771,14.9905188309494,27.5373350130394
"345",4746,4148.2754242852,29.3221709472127,-34.1818182962015
"346",7632,6774.23747513654,22.401139122434,-8.20913608185947
"347",9855,8828.02380457168,28.7530382152181,5.48301707021892
"348",11388,9975.9342873455,8.56470881588757,13.3900800719857
"349",7757,7005.36540466081,31.2393824476749,3.94136521499604
"350",1873,1949.73417893843,9.60613188496791,4.66379059944302
"351",11592,10018.2294045353,25.0321757341735,7.20043971668929
"352",5717,4943.77661817973,19.3052972592413,-27.8404024196789
"353",9930,8892.93171404589,13.6910957153887,-1.2278089299798
"354",6410,5643.52941280948,9.32971750968136,-24.6617177734151
"355",10575,9406.84398020344,16.9615282882005,40.0038390420377
"356",2930,2737.36815076523,29.7216342049651,-29.0277183521539
"357",3753,3479.83424443685,17.7896033518482,-16.5863173082471
"358",693,854.09182808949,12.7272369447164,35.3478316450492
"359",6527,5705.33631829188,10.8820534055121,-49.4940266711637
"360",6388,5588.17936349191,29.8239060488995,49.8518208274618
"361",6791,5974.12392817362,17.4051278610714,14.6863232599571
"362",3446,3273.83626952425,33.5289332268294,45.3627987997606
"363",326,332.223998959512,11.7363836828154,13.9299932401627
"364",2291,2212.26764618909,30.3011776001658,47.4634592887014
"365",11026,9497.53923161146,30.464279046515,-34.4647448742762
"366",2725,2622.06131340111,28.1388891940005,30.7132819667459
"367",507,422.17442918689,17.6641110670753,-14.5500977290794
"368",10896,9601.47325856926,19.2042434671894,12.3021453619003
"369",1539,1691.13467376125,29.5959462677129,16.7630881536752
"370",166,202.27811441897,19.7562586471904,9.54142208211124
"371",11508,10111.6828601864,22.0034486623481,33.4933096775785
"372",1591,1760.95180721312,34.3730244981125,9.54658412374556
"373",5580,4739.54046138767,25.9240685529076,-10.282840533182
"374",6587,5757.93190365968,19.9448841013946,-41.3963819621131
"375",7331,6381.09957683869,10.3825136751402,-43.528466206044
"376",157,177.188180572984,32.0179261716548,-1.79320040624589
"377",7737,6918.90875980816,24.3904584532138,22.3711103899404
"378",9662,8704.4232869216,25.2235399521887,-30.1488541765139
"379",6751,5977.25009161163,8.50569769460708,30.5284147616476
"380",1625,1777.64766352946,18.7684147735126,-25.7255722535774
"381",3382,3231.07357434633,24.6165218392853,36.8588853627443
"382",10318,9290.48235723058,16.9461776937824,47.5088750012219
"383",4332,3826.02081598206,32.9156766394153,-46.9476142898202
"384",10063,8829.56738721109,23.7540404608008,-49.6124985860661
"385",3275,3076.57219056545,25.245616508415,-40.1526746340096
"386",11760,10128.9832422704,8.72691140999086,-21.7459313804284
"387",6125,5357.92284007519,30.8919699159451,14.8978171870112
"388",10371,9152.1538667824,33.4365571814124,-23.9964114734903
"389",12026,10289.8281550218,31.3727793805301,-29.6188841108233
"390",7322,6411.34791052798,24.4868729058653,-0.116873951628804
"391",4052,3685.51572215194,22.6457466394641,47.3388281650841
"392",7721,6882.06732927356,8.2073115138337,-40.7982378965244
"393",4800,4188.94882365423,11.6123204350006,35.4716634610668
"394",11977,10311.3419045963,31.0498904848937,12.6549237407744
"395",6697,5866.60767115895,16.9372335220687,-37.2681926703081
"396",11227,9743.27199111377,17.8992679086514,-46.2361412588507
"397",2920,2809.91044442957,18.0719133901875,9.44224989507347
"398",7428,6593.2352832748,27.2886426553596,-7.73574761115015
"399",2390,2424.42275227414,16.3052755109966,5.00650478061289
"400",12238,10349.1616015416,20.9904543517623,-2.74925280828029
"401",7491,6692.4365232315,27.3713331203908,48.9317467901856
"402",7449,6593.73974617996,23.4000438016374,41.588249639608
"403",6171,5250.49370723517,29.5247780948412,10.7714769430459
"404",10727,9468.92233057333,19.0919217821211,-15.7156580826268
"405",2518,2471.99849185064,30.5809030807577,17.4853164469823
"406",4900,4422.26256745367,33.9510238575749,-1.5131534775719
"407",3016,2854.45765162916,19.1481547865551,-23.5240040114149
"408",9115,8163.21613990695,28.3473552039359,-18.4848852688447
"409",7690,6928.94400675618,25.1718832154293,-7.71141364239156
"410",506,469.933810842075,28.1203689640388,45.311526930891
"411",7786,6943.26985371752,11.4705271737184,-2.8132228879258
"412",6375,5623.18886218424,19.6707804596517,16.5092266397551
"413",680,766.961043706667,31.4844901442993,49.7927816584706
"414",4646,4170.05437881525,20.8759881337173,46.9145996961743
"415",10997,9532.96554877089,13.7124221373815,-20.2178372535855
"416",1616,1782.14345663404,28.6787838088349,38.4278431301937
"417",4518,4073.42146118445,30.7971506505273,27.8592963935807
"418",3422,3225.18495385749,10.0651414024178,7.30063202790916
"419",995,1158.10750927021,8.62050280137919,42.400191957131
"420",7385,6411.10990926802,27.6197555244435,-17.2410018043593
"421",4886,4432.07074163964,17.3761085115839,34.4167418545112
"422",10918,9629.65141930041,10.3551930314861,8.48848619498312
"423",2607,2437.99489382105,26.1207408856135,-44.4480606587604
"424",3824,3509.17857853788,28.4817477434408,-45.5719933379441
"425",8747,7937.53247371937,19.179064018419,9.43666398525238
"426",499,384.614680788133,13.0497581472155,-44.5170075399801
"427",2070,2197.06902672996,27.210331133334,35.0285519612953
"428",553,580.687038404829,29.8042287328281,-0.145076005719602
"429",6286,5456.56268687059,18.1564077644143,-9.63883623480797
"430",7485,6586.66462443217,21.4282919361722,-33.7137413211167
"431",9979,8928.26817906821,23.8912879750133,17.0859994832426
"432",9311,8281.1052761878,9.78362932545133,-35.9692505793646
"433",6693,5880.14416867273,15.1349403029308,-9.10073523409665
"434",11014,9586.99476062318,17.3610143342521,23.1990389060229
"435",4432,3947.39667058676,32.7307455425616,-24.8923265608028
"436",4802,4163.03706231099,19.2031722285319,20.91804665979
"437",44,111.093704518187,21.0870974417776,13.440679339692
"438",9924,8892.05678236282,10.2956603001803,-2.36759146209806
"439",9493,8515.80156986496,27.8314267259557,22.2530179657042
"440",4337,3847.59969990878,31.3594899673481,-19.5535899605602
"441",12181,10387.8289876387,17.9291788747068,-9.13139502517879
"442",9570,8716.41717359923,29.3286939894315,-11.9967551436275
"443",8261,7428.45647975692,26.5459834933281,6.53878196608275
"444",9531,8486.71470854624,29.3886831279378,-3.74161852523685
"445",4004,3738.37955313923,22.1347410439048,13.5486769955605
"446",9728,8840.85295470914,30.3723990756553,32.543359650299
"447",9193,8213.63859998426,18.5946642889176,-24.9144433066249
"448",9246,8214.45264211583,14.2061619784217,-15.9485555021092
"449",9523,8543.90244819405,18.4133144062944,40.4618886997923
"450",6510,5712.57696636093,30.6033111643046,-15.4447704087943
"451",10775,9553.82766750831,12.9485732014291,-3.08673968538642
"452",313,315.766917863343,24.1374574680813,-5.43699234258384
"453",1659,1858.99027264465,32.1714272878598,32.6079471735284
"454",8707,7912.6028854483,23.2921116270591,20.6273846328259
"455",11017,9609.41835336784,34.614966657944,-6.97470500599593
"456",2932,2810.76720535105,18.2466222846415,24.0939512848854
"457",7955,7096.70849439806,23.5603408035822,-22.555617778562
"458",5691,4966.27865487376,16.0480132270604,-3.10467025265098
"459",394,362.522005680284,10.5032225544564,45.19454149995
"460",5651,4921.97760296877,19.0243760247249,-18.3641019742936
"461",9477,8446.17119277836,27.0926055095624,16.6585478698835
