"","TargetYears","Offset14CAges","MeasurementErrors","OffsetMagnitudes"
"230",8061,9909.61189262867,19.9700437542051,-15.9822624409571
"231",5975,10336.8899114574,16.6220419418532,-13.8288020389155
"232",2802,924.843920302736,34.6730518010445,30.9164435835555
"233",5187,7937.72537729135,13.1150092014577,29.5960311312228
"234",6185,5873.05951941503,12.9969261880033,14.8919527884573
"235",9573,2173.81685008587,33.4158179431688,-48.7334099598229
"236",10136,7783.72343787695,27.855254303664,49.4212831370533
"237",12111,5749.61490091638,21.4852221179754,-46.0949658416212
"238",7659,7970.35553244042,13.5246212487109,11.8622272042558
"239",3522,7462.19778249042,19.8869567476213,-37.2065691044554
"240",4031,1620.68869876135,32.5977522612084,-1.03329739067703
"241",4530,4597.44212000826,20.4125392041169,39.3274893984199
"242",11030,7918.32578202237,13.5543958118651,-6.33228812366724
"243",2175,5585.79742359998,25.1885561409872,-12.1977152302861
"244",9950,2661.84469453108,27.4002302428707,3.13203528057784
"245",9181,10114.031585136,23.482129575219,-28.6182682262734
"246",7627,9224.46897882206,14.6643193140626,10.5176814598963
"247",6260,8336.59579323226,27.7013756497763,-3.61632383428514
"248",883,10457.5235975942,34.4358499217778,22.0981870777905
"249",6963,6109.69377975085,26.5373972519301,-23.0746968183666
"250",7441,6515.96941150893,10.0808737589978,26.2084434740245
"251",3733,2510.83338863088,18.888309981674,-21.2587520712987
"252",2490,9188.64271657794,10.0925665202085,13.7303377734497
"253",1390,3862.16610096934,25.4988798953127,-22.2124134190381
"254",3331,4286.32204147731,14.6560258253012,-15.9834761405364
"255",11490,1539.8317058856,28.8522521019913,32.0814321283251
"256",6567,7907.08061165855,17.2699425905012,17.5948450341821
"257",9094,9207.98247832465,27.2659093434922,42.9488337831572
"258",5205,9323.78150345868,19.5803203224204,-49.6212704339996
"259",11183,7404.51154834797,22.1303728255443,-19.1932612564415
"260",7178,5613.12324382287,15.3854422257282,38.9914449537173
"261",699,1792.63957863268,23.6931668282486,2.04692825209349
"262",6787,2314.32894817772,23.9968338217586,8.38877195492387
"263",10594,5957.72002791005,29.6631971602328,5.67050836980343
"264",8201,9271.09004189729,22.7545011290349,21.10637917649
"265",9685,6183.2857647165,12.2054382259957,-46.8201865442097
"266",11308,5366.89032842515,24.2984274823684,3.91306215897202
"267",11382,3881.57209609666,14.5507021283265,27.4879484204575
"268",1752,2904.62445027386,33.9530016744975,6.52251115534455
"269",5414,5693.85706110615,22.5869461197872,26.1693218257278
"270",10869,1848.97622128105,25.0175133526791,8.41752076521516
"271",9850,5530.51585652245,23.5361685096286,-46.8979523284361
"272",10989,4227.32443538803,9.3811605644878,49.7309443540871
"273",7317,2397.71359987805,13.4164379313588,-46.4300112100318
"274",10191,1004.43051526286,27.6668499682564,-34.3538634479046
"275",3634,6095.0696088499,8.77862764778547,28.1092209974304
"276",6488,6267.01202911439,23.5148460292257,22.2331194439903
"277",6610,3714.23638070955,31.214165688958,-7.59955041576177
"278",9680,2972.55844924296,13.0249669796322,-33.6865661898628
"279",5660,1121.79359877222,23.6976178199984,26.06191043742
"280",11941,7558.81306477612,24.5711357572582,29.3265847256407
"281",5138,9430.99538686926,12.8491947108414,1.62000712007284
"282",9404,4453.73441736816,22.8401381054427,-2.85229932051152
"283",10425,9362.99464824507,32.4273333756719,-40.6452229712158
"284",3032,1116.2822498384,16.9624420518521,-22.3484349669889
"285",8971,9534.07440440364,32.676874631783,-49.968662741594
"286",4263,4968.67719558199,12.5705737995449,9.30005335249007
"287",10524,10318.1394586008,16.0566580956802,13.2969393627718
"288",248,4799.43733156744,22.8856330621056,14.9894674774259
"289",11140,4438.85838643014,21.294548042817,23.8770571071655
"290",5463,9512.91357363656,31.9114050862845,-21.1007945472375
"291",2846,4909.73537295524,25.9923732203897,25.7297006668523
"292",6654,652.158456071575,10.8912726335693,-25.3357200650498
"293",1025,4249.57722254201,23.156038492918,24.1810926469043
"294",8399,3882.69716779145,10.0080734912772,27.227127365768
"295",10422,9292.91054432156,34.8634709804319,20.2740471810102
"296",9087,9231.12075792935,30.1170860934071,-7.09540324751288
"297",10828,6167.22006117133,23.3167672844138,-45.0203748652712
"298",10558,5321.79215145231,19.8840176479425,-45.1917685568333
"299",3335,8229.16817659155,15.9523981565144,-41.7280555702746
"300",6506,10201.1809846858,32.4763144454919,-10.4014810873196
"301",1397,9399.08219106616,27.3967199646868,35.6446010991931
"302",3711,8861.4066164245,22.0362344556488,23.7478302558884
"303",1234,1988.75202294163,16.8421935527585,-13.9922950183973
"304",1947,3807.12372226157,30.3875029592309,-8.02558416035026
"305",11868,6792.09316708054,24.842270111898,37.1941868215799
"306",2123,6361.20082243646,15.4942551979329,30.9095635078847
"307",6137,2616.96544034985,13.6813861837145,24.9661271926016
"308",1534,7748.23599418188,17.3258749905508,-36.8728009518236
"309",2714,6302.01530985455,12.9870899973903,48.4434136422351
"310",10572,9954.92812035153,10.5494552422315,-40.1708878809586
"311",8170,3823.39140118613,25.624047228368,-35.2960639633238
"312",5690,5778.10611996197,27.0095838818233,-15.0823617819697
"313",1054,1149.51396768179,31.6257910714485,13.7965085916221
"314",2118,5304.24234150106,22.2737439109478,-31.848937086761
"315",8018,10199.0197249864,11.8625560961664,-22.8354396531358
"316",9405,137.188752100229,19.6796964555979,46.068110386841
"317",10786,5360.79209641497,24.651318786433,1.91501085646451
"318",957,3043.15063279562,20.7898806182202,-37.5544367125258
"319",1860,1857.70944794584,21.5102905987296,-16.6531170951203
"320",12202,724.525698097835,14.566722573014,43.9220560248941
"321",6992,9626.98038353864,8.96043967711739,9.28646449465305
"322",9387,6406.6866482546,26.0773004717194,-49.2906091967598
"323",2494,7281.38184134571,33.7354019696359,-21.6376615921035
"324",7257,10027.4859839914,31.937069677515,-14.9829672183841
"325",8413,4209.65347525896,32.8730813791044,-30.8275513816625
"326",3718,9520.60388486192,33.0419002431445,32.9216731945053
"327",6118,4481.95529033929,18.264482829487,-45.3348809620366
"328",1839,8814.82948054448,8.24775477917865,46.0046349558979
"329",7795,2789.56855076295,24.981534789782,22.2969953436404
"330",11699,8792.45794790488,27.231875637779,-27.2838507778943
"331",3559,4635.72988592316,22.1500732945278,-20.0123965041712
"332",4174,5082.00789858774,34.6568891636562,25.0651653390378
"333",1760,8144.97189997918,13.208965026075,31.0056847054511
"334",8213,8189.08877106793,25.7150823662523,-30.5341466795653
"335",185,3935.77005838001,18.1292438476812,-2.00593483168632
"336",12160,7249.12556418837,28.8423089541029,-48.6973907798529
"337",1224,656.103142166169,29.3205385631882,-3.42764891684055
"338",309,8169.43043134813,18.2526711227838,-29.1461614891887
"339",4669,4467.44344987728,17.5444086762145,0.588157610036433
"340",1715,2912.50608384273,26.6980601113755,-33.6256510578096
"341",6332,3034.29485812608,30.9803497674875,-0.740818469785154
"342",2962,2757.82288384926,16.9812310768757,47.9906083550304
"343",2685,7370.24893974806,9.97178475605324,-8.20038721431047
"344",11515,5946.11634146886,9.55705263372511,-47.9662494501099
"345",2388,10195.2670692671,13.9116963155102,9.04468479566276
"346",5517,9491.85514002338,10.2803894993849,25.2088033594191
"347",10851,7739.32902811204,23.8636670664418,29.2473973706365
"348",3733,9792.06231753904,24.9300890318118,4.44407388567924
"349",9467,2443.5287858666,22.0063075283542,-7.93525632470846
"350",3705,4069.34318507642,19.1897063176148,2.18188441358507
"351",85,7679.29901820621,23.8856549148913,21.9086057739332
"352",8244,2910.36868346211,25.2653628431726,-14.0624451218173
"353",4807,9966.66465786433,20.4184167433996,-13.689915696159
"354",9041,6913.69913789715,24.618522149045,-30.0662234192714
"355",508,2500.00594286652,9.2522972333245,-4.09093811176717
"356",3416,5494.45648743962,27.0596008605789,22.0061057014391
"357",8217,10334.4166604174,11.1730622751638,-23.1171094812453
"358",9510,5841.47171859102,30.5503131994046,10.1279066409916
"359",316,5255.07313075928,18.2171850637533,-46.3164511602372
"360",6695,6045.21671821681,19.7322316891514,-40.754779544659
"361",6663,9670.29182554473,16.884308077395,-17.3544582910836
"362",6899,2428.68070561753,31.5633962994907,-20.0321577722207
"363",2799,4557.51069005029,20.6270725091454,-18.1350691476837
"364",7292,4664.42186542022,31.098452212289,-42.5955481128767
"365",3359,5485.66057225154,34.8064025286585,33.9586154557765
"366",4651,5210.07306617119,8.67829010612331,-21.2035540724173
"367",5911,10295.9136836819,8.9351739785634,-34.2282338533551
"368",11560,1618.87221804323,18.8110440999735,7.73492080625147
"369",8792,3125.7160950982,23.6983782262541,-29.4230707921088
"370",12021,6048.74216458339,23.8167552056257,20.4994870349765
"371",8603,3390.84306263678,17.5836472231895,10.1043778704479
"372",9333,6418.05269515733,22.6125232290942,19.3827278679237
"373",2343,9557.9242217604,14.0671421443112,45.1962191145867
"374",11203,5021.94169923675,21.9287504530512,-5.1679223543033
"375",6490,8977.78508954819,26.8411619616672,37.8204556647688
"376",2524,6927.43101509193,28.9103942001238,46.6718015493825
"377",5686,9900.05082369149,19.4789604065008,-15.3318403055891
"378",1317,6194.53111386122,24.2444686621893,14.0638202894479
"379",3976,4703.90210557967,30.0373589999508,-12.0951076038182
"380",8574,142.538156663483,14.6826814466622,46.7328476021066
"381",890,4026.09753091336,34.9232718341518,5.21336088422686
"382",1946,4341.86498425553,26.9345784799661,43.6954504577443
"383",9641,117.177086863852,10.5866964780726,-5.71789725217968
"384",3709,5669.01316692172,27.5091966730542,34.1003164416179
"385",7247,9150.70708367116,10.1242397415917,49.5510332752019
"386",5191,2261.38762453621,27.2534188786522,20.5372009426355
"387",6202,2451.4320487358,22.106682411395,-31.8486806936562
"388",1285,9623.46131470081,29.1457014067564,-34.8142529372126
"389",5217,8051.48923609638,14.0302958155517,-43.9498908584937
"390",11697,6280.59924454151,20.0254534943961,39.5627564517781
"391",2079,10364.9722067197,9.65328333410434,-20.090009784326
"392",9643,664.924511240677,15.1192193373572,-11.6847451310605
"393",354,5557.0227354657,25.9323684538249,-19.5866831112653
"394",8048,2235.31288972618,25.3137345255818,21.8141935067251
"395",5332,7092.03800763588,34.4709697901271,34.5581093337387
"396",8002,9716.58114195746,14.1178379126359,12.2468790970743
"397",10943,4114.62471949519,15.5778910033405,9.70075714867562
"398",4729,6919.32520247923,29.574849677505,19.2071079509333
"399",11427,6102.70151773253,8.21872608177364,-45.1394858537242
"400",6419,1691.63806596958,26.6183105439413,15.3324664337561
"401",8748,5020.98766792744,12.4498460923787,-43.9536186400801
"402",10185,2690.41295584308,9.52525319973938,-46.3469331385568
"403",4915,5019.418981073,13.0985990108456,1.30968929734081
"404",10448,4681.83390469846,18.1615594287869,-48.7813622923568
"405",4422,10383.1048490186,21.8033947220538,31.9087079027668
"406",8004,6708.08623194046,11.5360872938763,-22.1602193079889
"407",9305,5820.82775260285,25.0207120503765,34.3461833195761
"408",10634,4155.21054625474,34.6344090690836,-43.10686243698
"409",4147,3631.95002143164,31.9054888414685,-49.5657091028988
"410",6505,332.689756597255,17.1564041296951,-46.788032958284
"411",6664,4277.60547349315,25.6403172316495,15.798321319744
"412",1987,7437.49949439252,10.0080182461534,17.3410118091851
"413",3089,873.897791433029,12.5180236671586,-44.3127648206428
"414",11686,4663.61448907727,12.3117494515609,4.6978693222627
"415",2302,10107.5987111355,16.4560431377031,-42.2563249012455
"416",5627,6931.86602473253,23.5956219313666,-17.8101323079318
"417",10970,9294.37722971496,32.5235649624374,19.8928711470217
"418",2905,9242.98539885866,15.4860726771876,46.7051776591688
"419",7463,5056.20841629563,8.41161686438136,42.5479295663536
"420",11709,4321.18045847483,32.9654749825131,46.241887868382
"421",6471,2161.11996172227,18.7146444267128,-10.0297495257109
"422",10492,4133.94188610006,33.9803562397137,38.8699057744816
"423",6419,6852.08777071569,26.704859272344,31.3906436320394
"424",6969,9333.50737710854,27.5679235283751,-5.49428649246693
"425",11929,9163.60219390287,8.66223824187182,6.82223446201533
"426",5476,6343.99894385842,18.9945690927561,47.6615072926506
"427",6141,5960.7707489524,17.709059469169,-44.4394893012941
"428",5851,2454.42842878844,10.262052279897,18.6324772192165
"429",252,902.650972175676,16.5753625342622,44.6023747790605
"430",2314,9928.88719270155,32.5527405422181,16.0602116025984
"431",6167,10384.6547029747,31.7015231214464,21.2354626506567
"432",1462,2538.3804310382,24.7687486652285,-8.82524969056249
"433",5344,10111.9066644834,33.3227649186738,40.4825867153704
"434",8356,4248.78995356601,31.8170387139544,-9.41397272981703
"435",12040,5502.72426160862,8.06650681840256,36.0305571230128
"436",11177,8308.27347453831,9.42190220253542,9.35821887105703
"437",10696,9479.14096064803,29.8590167893562,0.684841768816113
"438",327,2466.45364165314,8.88023425568826,-49.9934676336125
"439",8941,4808.94407490792,30.8182388420682,-37.8135341918096
"440",1288,9358.1109170574,23.576479294803,-30.2947996882722
"441",167,5801.65622341287,29.5581342682708,-29.9068494234234
"442",8941,5990.92154844583,9.96745621133596,3.44243911094964
"443",7216,3388.0566774742,9.3475764892064,35.5644370196387
"444",2622,8776.57412709089,30.9550210537855,35.6640357058495
"445",9173,8452.78253739633,12.7697798390873,14.2613521544263
"446",10216,10411.9517108688,19.5433109111618,-25.506131676957
"447",9846,6523.25216873681,20.711206444772,-30.1931747468188
"448",1414,2793.38568005067,25.8211914706044,-39.0071431640536
"449",10930,8762.63447807567,16.3175470321439,21.0943954763934
"450",6651,6239.40493937597,32.1086357543245,33.7778438813984
"451",10755,1472.4918196726,25.1898608135525,47.4554605316371
"452",1439,3327.86355824887,32.4968684038613,30.827216245234
"453",11019,2135.23237052629,15.9220319273882,17.5953591009602
"454",887,4414.92122738889,30.6300991275348,-24.0359033923596
"455",3908,9577.74316834564,8.55378728616051,-33.7792213540524
"456",9984,123.875549917521,17.0149142954033,-1.1346225393936
"457",2858,221.081476310451,28.6052083554678,-38.0343506345525
"458",910,7917.89081145441,14.8324772985652,-6.03552218526602
"459",688,2756.71678278114,12.2040904285386,44.6764994878322
"460",7171,8907.62742664808,22.7937560710125,-15.1444754563272
"461",6224,6897.88511091048,28.9961261393037,34.7199631622061
