sim_number,oxcal_target,a_pass,targets,span,samples,errors,offset,offset_sd,model_run,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95
79,T10015,Pass,10015,32,4,31,-5.708426097,16.41804014,1,1,1,121,202,0,0
80,T9954,Pass,9954,83,23,17,-6.749628671,6.289501018,1,1,1,8,18,0,0
81,T10055,Pass,10055,58,23,19,-23.66120308,1.744601413,1,1,1,11.5,23,0,0
82,T9937,Pass,9937,83,16,10,-32.47935576,18.58656093,1,0,1,12.5,50.5,42.5,0
83,T10038,Pass,10038,56,4,21,-44.62146764,6.267132181,1,0,0,40.5,89.5,216.5,191.5
84,T10001,Pass,10001,43,22,10,7.299564825,19.69695872,1,1,1,24.5,67.5,0,0
85,T10076,Pass,10076,86,12,20,34.19797069,14.45198838,1,0,0,16.5,33.5,21,9.5
86,T9936,Pass,9936,87,12,28,35.0966047,2.358771198,1,1,1,53.5,110.5,0,0
87,T10000,Pass,10000,82,9,26,7.11334236,7.674797611,1,0,1,38.5,108,0.5,0
88,T10093,Pass,10093,33,11,19,21.40861317,0.065010392,1,0,0,63.5,140,11,7
89,T9965,Pass,9965,48,25,9,-19.67408014,23.23977991,1,0,0,18.5,40,73,41.5
90,T10080,Pass,10080,69,7,29,44.73365059,1.632759832,1,0,0,24.5,106.5,29.5,12
91,T10050,Pass,10050,87,25,15,-11.29864326,17.67735741,1,1,1,14,24,0,0
92,T10098,Pass,10098,85,5,25,21.90939838,24.88137102,1,0,1,16,34,3,0
93,T10022,Fail,10022,46,18,12,46.86487599,23.37242183,1,0,0,8,14.5,127,120.5
94,T9988,Fail,9988,95,18,23,46.71691107,4.509340041,1,0,0,35,81.5,9,1.5
95,T9995,Pass,9995,29,11,23,-14.7988559,21.22321648,1,0,1,37,114,85,0
96,T9967,Fail,9967,85,17,13,36.3202268,26.09632997,1,1,1,8,22,0,0
97,T9973,Pass,9973,90,2,29,7.885209448,2.508811424,1,1,1,55,137,0,0
98,T9986,Pass,9986,60,8,9,47.6531652,14.06597532,1,0,0,12,23.5,134,128.5
99,T10055,Pass,10055,76,21,25,11.00280366,19.36947245,1,1,1,10,32.5,0,0
100,T9924,Pass,9924,73,4,20,-22.30726818,8.234312481,1,1,1,46.5,135.5,0,0
101,T10014,Pass,10014,30,23,14,-14.88300411,6.075572783,1,0,0,44.5,95,15.5,1.5
102,T9965,Pass,9965,77,12,27,27.27014453,6.114162654,1,1,1,8,22,0,0
103,T9983,Pass,9983,80,25,19,7.307873527,4.050520034,1,1,1,10,20,0,0
104,T9929,Pass,9929,50,4,31,-18.90962587,9.123545491,1,0,1,86,226,9.5,0
105,T9930,Pass,9930,27,8,9,-45.6537832,21.5188473,1,0,0,37.5,78,114.5,38
106,T9940,Pass,9940,94,4,10,23.12678767,25.80397535,1,1,1,26.5,68.5,0,0
107,T10083,Pass,10083,25,5,17,27.23040171,3.995076739,1,0,0,95.5,193.5,23.5,5.5
108,T9917,Pass,9917,82,19,31,6.012012484,4.205202983,1,1,1,24.5,62.5,0,0
109,T9978,Fail,9978,69,21,19,39.95552117,22.12084948,1,0,1,9,33,0.5,0
110,T9928,Pass,9928,72,19,30,-36.93998174,5.697745393,1,1,1,44,111.5,0,0
111,T10061,Pass,10061,99,23,11,2.799999132,8.757577016,1,1,1,9,17.5,0,0
112,T9998,Pass,9998,86,12,18,-34.71743404,8.116171321,1,0,0,18.5,39.5,21,7
113,T9961,Pass,9961,44,12,13,29.43696699,7.85741769,1,1,1,12,45.5,0,0
114,T10026,Fail,10026,94,9,13,-44.54003444,7.799825972,1,0,0,18,35.5,224.5,217.5
115,T10073,Pass,10073,58,6,27,-20.26267373,21.70431832,1,1,1,34.5,87.5,0,0
116,T9946,Pass,9946,58,15,13,3.266845061,1.453903843,1,1,1,12.5,36,0,0
117,T9981,Pass,9981,34,12,8,-36.74342209,16.69112208,1,0,0,15,26.5,84,78
118,T10014,Fail,10014,69,23,24,-46.85131386,7.507604491,1,0,0,18,57.5,39.5,6.5
119,T10079,Pass,10079,25,6,10,-3.325858805,18.22521162,1,1,1,27.5,73,0,0
120,T10003,Pass,10003,32,22,10,11.6038668,10.93277591,1,0,1,27.5,67.5,1,0
121,T10040,Pass,10040,25,2,11,-37.64710196,4.200695694,1,0,1,59,179,21,0
122,T9991,Pass,9991,53,8,26,-20.08349539,3.897964266,1,0,1,49,133.5,81.5,0
123,T9948,Pass,9948,95,9,25,-33.69556048,3.132529282,1,0,0,53.5,143.5,17.5,9
124,T9930,Pass,9930,62,18,28,-7.761878707,9.993600002,1,0,1,42,116,17.5,0
125,T10069,Pass,10069,92,9,12,-42.72365114,14.09887499,1,0,0,18.5,33.5,209.5,204
126,T9983,Pass,9983,80,19,30,-36.03208812,9.910847851,1,0,0,26,57.5,78,70
127,T10018,Fail,10018,55,18,10,14.76817511,23.19579095,1,0,0,9,33.5,68.5,1
128,T9945,Fail,9945,68,3,30,49.43637792,24.86569003,1,1,1,61.5,163,0,0
129,T9933,Pass,9933,66,22,30,-44.04908479,1.774395308,1,0,0,24.5,55.5,32,28
130,T9997,Pass,9997,62,6,23,-3.948464664,10.15261393,1,1,1,61.5,146,0,0
131,T9918,Pass,9918,26,16,31,-41.90951521,17.29113011,1,0,0,13,70.5,23,17
132,T10091,Pass,10091,52,4,10,39.39904207,6.637450048,1,0,0,21.5,81.5,24.5,19
133,T9991,Pass,9991,37,5,14,-3.620104655,2.247814345,1,1,1,76,180.5,0,0
134,T9997,Pass,9997,63,11,25,-29.78293875,25.44750783,1,0,0,19.5,58,57.5,48
135,T10076,Pass,10076,37,9,24,19.47525206,6.004853385,1,0,1,72,163.5,23,0
136,T9939,Pass,9939,37,13,16,-39.57177564,11.30846641,1,0,0,22,44.5,42.5,38.5
137,T9979,Pass,9979,75,17,20,32.18342683,0.699536672,1,0,0,10,20,139.5,135.5
138,T10072,Pass,10072,82,12,8,36.13052755,1.113875544,1,0,0,15,46.5,31,13
139,T9985,Pass,9985,65,7,18,-20.10505269,17.38829745,1,0,1,24.5,76,73,0
140,T10073,Pass,10073,64,6,32,-26.97952061,25.27278592,1,0,1,32.5,119.5,3,0
141,T9996,Pass,9996,96,5,8,40.91861455,26.48097352,1,0,0,25,68,29,9.5
142,T10078,Pass,10078,72,12,18,-7.214244502,16.13351698,1,1,1,10.5,22.5,0,0
143,T10040,Fail,10040,68,22,28,-38.27212781,24.69097206,1,1,1,19.5,30,0,0
144,T9942,Pass,9942,41,22,24,-23.09975137,4.925735368,1,0,0,9.5,34.5,145.5,39.5
145,T10027,Pass,10027,36,14,18,-9.516992187,12.81710488,1,1,1,32.5,118,0,0
146,T9949,Pass,9949,36,14,9,-38.01171284,17.47463814,1,0,0,10.5,22.5,51.5,47.5
147,T9946,Pass,9946,33,2,15,-41.15697437,2.638012056,1,1,1,97,190,0,0
148,T10097,Pass,10097,92,10,32,30.50695162,2.115585481,1,0,0,15,29,10.5,3.5
149,T10027,Pass,10027,65,4,28,7.11760018,16.81083502,1,0,1,19.5,113.5,129,0
150,T10098,Pass,10098,78,23,23,3.506135102,10.22658751,1,0,1,14.5,25.5,4,0
151,T9905,Pass,9905,43,22,15,3.581206431,2.659873336,1,1,1,26,77.5,0,0
152,T9903,Pass,9903,43,14,10,5.732138082,22.41813028,1,1,1,10.5,20.5,0,0
153,T10018,Pass,10018,60,12,24,-5.173073732,5.501766416,1,1,1,18.5,39,0,0
154,T9979,Pass,9979,25,15,31,26.50960411,0.751662576,1,0,0,8.5,18,5.5,1
155,T9956,Pass,9956,39,17,28,23.02981599,20.04420787,1,1,1,23.5,57,0,0
156,T9905,Pass,9905,48,22,16,-22.58919987,20.06150325,1,0,0,9,19,10,5.5
157,T9937,Pass,9937,35,17,29,31.43957134,0.108729947,1,0,0,31.5,76.5,13,8
158,T9908,Pass,9908,32,2,27,-20.00333627,21.53486762,1,1,1,89.5,263.5,0,0
159,T10032,Fail,10032,96,20,23,-39.64986166,25.99356199,1,0,0,15,30,218,213
160,T10003,Pass,10003,50,6,32,-15.91057002,12.12539336,1,1,1,117.5,210.5,0,0
161,T9965,Fail,9965,87,3,20,24.23259122,15.47654563,1,0,1,23.5,61.5,4.5,0
162,T10067,Pass,10067,48,22,12,8.470430202,19.40963201,1,1,1,25.5,56.5,0,0
163,T10002,Fail,10002,66,10,15,31.82309701,12.29076949,1,0,0,15,46,113,58.5
164,T10025,Pass,10025,94,9,23,-23.35360777,6.171672826,1,0,1,18,45,1.5,0
165,T9931,Pass,9931,81,22,25,12.07329913,0.567011295,1,1,1,12.5,33,0,0
166,T10013,Pass,10013,28,7,21,7.513104263,18.3256176,1,1,1,76.5,170.5,0,0
167,T9950,Pass,9950,79,7,12,-38.23000349,9.83464724,1,0,0,15,56,53.5,45.5
168,T9976,Fail,9976,64,18,14,-37.04991858,10.97214621,1,0,0,11,21.5,71.5,66
169,T9987,Pass,9987,58,14,11,33.27225861,15.96691694,1,0,0,14,45,130.5,21.5
170,T9982,Pass,9982,91,25,24,22.02095143,11.75917415,1,1,1,16,58,0,0
171,T9961,Pass,9961,74,23,14,20.63453854,17.36936827,1,1,1,6.5,13,0,0
172,T10090,Pass,10090,74,25,32,13.8205874,21.40063207,1,1,1,14,30,0,0
173,T9903,Pass,9903,25,16,32,13.86934638,3.567990023,1,0,1,64.5,151.5,38.5,0
174,T9989,Pass,9989,66,25,32,13.05411633,14.96850557,1,1,1,30,85,0,0
175,T10073,Pass,10073,51,3,32,-26.32840574,15.33340743,1,0,0,65,181,184,1
176,T10036,Pass,10036,78,14,8,-2.694756375,22.50113006,1,1,1,7.5,15,0,0
177,T9918,Fail,9918,83,16,11,-29.48142532,14.32798858,1,1,1,21,45.5,0,0
178,T9910,Pass,9910,73,16,23,-29.46925729,5.244625578,1,0,0,10.5,25,8.5,0.5
179,T10091,Pass,10091,96,20,28,-48.71944129,10.79873705,1,0,0,15.5,31,211,204.5
180,T9979,Pass,9979,35,14,30,-21.82019167,1.160136833,1,0,1,12.5,51,69,0
181,T9935,Pass,9935,95,17,25,15.88807132,26.06039047,1,1,1,24.5,54,0,0
182,T10030,Pass,10030,57,5,14,24.50218264,20.29751257,1,0,1,39,120,20,0
183,T9958,Fail,9958,39,19,17,43.22136566,14.87370269,1,0,0,11,20,188.5,184
184,T9913,Pass,9913,31,15,22,-48.48122415,21.50580565,1,0,0,26,62.5,92.5,26
185,T10070,Fail,10070,65,18,21,-46.21299948,15.26588318,1,0,0,15,28,209.5,202.5
186,T9997,Pass,9997,47,15,27,31.89667431,0.556279723,1,0,0,20,80,122.5,1
187,T10051,Pass,10051,29,13,22,1.63740525,0.971095778,1,1,1,17.5,53.5,0,0
188,T9987,Pass,9987,82,17,29,-4.818866053,6.053399571,1,1,1,29.5,101.5,0,0
189,T9984,Pass,9984,53,21,23,-40.93887482,4.966712778,1,0,0,12,24.5,72.5,67.5
190,T10013,Fail,10013,81,25,10,-33.36621264,16.50269351,1,1,1,23.5,42,0,0
191,T10087,Pass,10087,49,21,28,-28.79176959,19.7530331,1,0,0,10.5,23,200.5,196.5
192,T10098,Pass,10098,98,14,31,-17.7706212,15.60806206,1,1,1,33,89.5,0,0
193,T9982,Pass,9982,50,25,21,-49.93774951,0.015663906,1,0,0,22.5,46,79.5,76
194,T9942,Pass,9942,71,2,21,-33.41710521,2.990577204,1,1,1,116,234,0,0
195,T9933,Pass,9933,42,8,29,49.55755726,16.29370417,1,0,0,12.5,30.5,210,200
196,T9913,Fail,9913,91,23,18,34.77622196,20.53596904,1,0,0,11,22,194.5,189
197,T9913,Pass,9913,83,12,17,41.86312158,0.211828032,1,0,0,15,42,193.5,40.5
198,T9910,Fail,9910,41,18,18,-44.3551878,22.34115012,1,0,0,18.5,34,17,11.5
199,T10004,Pass,10004,64,9,26,47.73920183,18.76597853,1,0,0,24.5,100,107.5,9.5
200,T10008,Pass,10008,84,14,14,-31.55297856,0.263670484,1,1,1,21.5,45,0,0
201,T9948,Pass,9948,82,3,12,39.60562963,25.534503,1,0,0,14,73,20,1.5
202,T9979,Pass,9979,60,15,22,-29.18135696,21.63256979,1,0,0,16.5,51,71.5,58
203,T9946,Pass,9946,75,3,30,-12.18066684,10.95257349,1,1,1,117,207.5,0,0
204,T9997,Pass,9997,29,14,13,47.08970105,16.41184276,1,0,0,13,34.5,144,31.5
205,T9905,Pass,9905,87,24,32,-8.102621743,13.37492485,1,0,1,20,53.5,151.5,0
206,T9963,Pass,9963,81,12,19,-39.20107922,25.5357969,1,0,0,25.5,79,69.5,32.5
207,T9953,Pass,9953,31,15,20,2.468438889,12.12499709,1,0,1,23.5,68,0.5,0
208,T9934,Fail,9934,92,21,14,-41.91516354,16.49113205,1,0,0,9,17,46,42
209,T10038,Pass,10038,35,18,31,9.668080579,19.20530557,1,0,1,16.5,43,0.5,0
210,T9954,Pass,9954,58,16,20,-7.767615071,21.00272936,1,0,1,12.5,46.5,76,0
211,T9936,Pass,9936,33,15,27,31.82203083,1.785166823,1,0,0,19,39.5,198,185.5
212,T10004,Pass,10004,29,24,9,22.2989491,10.91740197,1,0,0,8.5,32,40.5,28
213,T9912,Pass,9912,34,6,15,-16.49219822,11.68204327,1,0,1,19,65.5,151,0
214,T10049,Pass,10049,71,8,31,-47.61534589,17.92534186,1,1,1,75.5,179,0,0
215,T10012,Fail,10012,84,24,12,-41.38656724,12.26318204,1,0,0,9.5,19,43.5,38
216,T9988,Pass,9988,54,20,15,-1.154772448,2.999403104,1,1,1,13.5,47,0,0
217,T9901,Pass,9901,38,2,23,18.99231109,22.81896981,1,1,1,64.5,169.5,0,0
218,T10096,Pass,10096,89,5,27,49.42149331,19.34910203,1,0,0,15,30,31,22.5
219,T10062,Pass,10062,71,15,20,12.44571845,23.2469126,1,0,0,16,45.5,73.5,68
220,T10014,Pass,10014,48,25,24,25.08355642,24.66671592,1,0,0,13.5,27,108,102.5
221,T9905,Pass,9905,28,5,13,9.825630346,10.16298715,1,1,1,86.5,165.5,0,0
222,T9922,Pass,9922,45,10,28,-33.20497051,2.005576572,1,0,0,15,52.5,139,5.5
223,T9913,Pass,9913,93,3,15,3.383457661,21.21633694,1,1,1,52.5,137.5,0,0
224,T9942,Pass,9942,30,9,17,6.455570972,12.18259118,1,1,1,41.5,112,0,0
225,T9989,Pass,9989,88,16,10,-11.09228125,24.31923778,1,1,1,18,39.5,0,0
226,T10089,Pass,10089,82,21,16,2.523930138,20.85921708,1,1,1,10.5,23,0,0
227,T9904,Pass,9904,65,17,14,48.11642233,3.56444836,1,0,0,15.5,27,218,212
228,T10059,Pass,10059,66,8,24,-26.00353083,16.17069441,1,1,1,12.5,35,0,0
229,T10080,Pass,10080,48,4,14,5.288523785,22.55096937,1,0,0,51,138.5,22.5,11
230,T9982,Pass,9982,87,18,14,-38.29908131,3.835707294,1,0,0,6,13,75,73
231,T9969,Pass,9969,57,15,8,-13.2611132,18.63394261,1,1,1,16.5,32.5,0,0
232,T9942,Pass,9942,31,23,19,46.3481748,1.595770636,1,0,0,11,20.5,204,199
233,T9985,Pass,9985,29,24,23,-37.30936835,19.64075232,1,0,0,15.5,29.5,89,80.5
234,T10081,Pass,10081,57,4,17,1.487513166,25.60127974,1,1,1,58.5,142,0,0
235,T9909,Pass,9909,59,12,20,10.26622867,5.001360919,1,1,1,44,122,0,0
236,T9938,Pass,9938,76,19,28,-41.25534371,8.104827145,1,0,0,13.5,42.5,42.5,35.5
237,T10043,Pass,10043,57,3,32,-37.6043875,5.087183288,1,0,1,66.5,239,204.5,0
238,T9914,Pass,9914,38,7,29,-41.40969415,5.832553712,1,0,1,57,144,95.5,0
239,T10067,Pass,10067,76,5,27,-32.71887323,6.333712107,1,0,1,35.5,125,180.5,0
240,T9914,Pass,9914,64,6,25,-47.53962809,6.683690625,1,0,1,32.5,154,136.5,0
241,T9972,Fail,9972,47,22,14,34.02114192,11.2607129,1,0,0,10,19,175,170.5
242,T10093,Pass,10093,56,4,25,4.076192528,13.49385622,1,1,1,84.5,190.5,0,0
243,T10044,Pass,10044,81,14,23,-12.48320353,8.814778421,1,1,1,18.5,35.5,0,0
244,T9944,Pass,9944,42,16,9,-44.65321852,16.39228027,1,0,0,14,31.5,52,47
245,T10093,Pass,10093,70,2,20,21.91783215,16.0016352,1,1,1,47,139.5,0,0
246,T10029,Pass,10029,25,5,14,-11.85023724,4.247846578,1,1,1,52,139.5,0,0
247,T10096,Pass,10096,38,15,14,-25.04498363,24.59569322,1,0,0,10.5,30,203.5,14
248,T10072,Pass,10072,96,2,13,-47.91650015,21.47853254,1,0,1,86.5,191.5,119,0
249,T10055,Fail,10055,25,8,13,-27.15634222,17.78563275,1,0,0,24,37,11.5,2.5
250,T10095,Pass,10095,31,3,28,25.73607138,19.53832242,1,1,1,86,227,0,0
251,T10008,Pass,10008,75,10,28,-31.41055431,4.077805834,1,1,1,52.5,135.5,0,0
252,T10066,Pass,10066,62,2,10,11.09742541,22.35083182,1,1,1,99,163,0,0
253,T9943,Fail,9943,88,6,18,-31.22300238,26.4906199,1,0,0,32.5,84.5,64,56
254,T10022,Pass,10022,54,19,15,-43.93363101,11.55907539,1,0,0,14.5,33.5,122.5,38.5
255,T9940,Pass,9940,59,2,9,-12.79661013,17.15197558,1,1,1,74,170,0,0
256,T10093,Pass,10093,96,24,20,-35.73878617,19.20838014,1,0,0,10.5,21,208.5,202.5
257,T10052,Pass,10052,91,18,13,-48.11518493,14.06616526,1,0,0,12.5,26,222,217.5
258,T10074,Pass,10074,61,9,19,8.41624483,4.038457382,1,1,1,58,146.5,0,0
259,T9953,Pass,9953,31,19,16,-24.87241332,21.92109328,1,0,0,12.5,50,147,1.5
260,T9971,Pass,9971,48,21,22,-6.737270509,15.55890586,1,0,0,14,47,76.5,46.5
261,T9915,Pass,9915,83,15,15,27.39572015,11.27842781,1,1,1,26,83.5,0,0
262,T10001,Pass,10001,92,15,13,21.2365676,7.723161511,1,0,1,16,37.5,70,0
263,T9925,Pass,9925,99,11,18,-12.73308212,18.92016663,1,0,1,47,109,16,0
264,T10095,Pass,10095,58,5,14,-19.27201143,10.39249553,1,1,1,51.5,117.5,0,0
265,T10017,Pass,10017,49,16,15,-28.04608524,5.865361914,1,0,0,33.5,71.5,27,24.5
266,T9946,Pass,9946,99,20,26,29.38219495,4.28585206,1,1,1,10.5,21.5,0,0
267,T10024,Pass,10024,69,6,22,-16.68058347,13.85654514,1,1,1,17.5,62,0,0
268,T10053,Pass,10053,40,8,11,-25.0465547,24.7966793,1,0,1,14,34.5,7.5,0
269,T9948,Pass,9948,33,11,18,-43.07252013,0.622639684,1,0,0,9.5,21,53,46.5
270,T9995,Pass,9995,92,18,8,-6.353467749,23.67239112,1,1,1,8,16.5,0,0
271,T9945,Pass,9945,31,12,11,-35.12110696,24.466337,1,0,0,10.5,26,46.5,45.5
272,T9974,Pass,9974,77,23,15,17.34118634,1.406268193,1,1,1,8.5,17,0,0
273,T10004,Pass,10004,31,18,22,-0.209150556,1.385043783,1,1,1,44,107,0,0
274,T10005,Fail,10005,41,9,20,40.72136167,13.37586388,1,0,0,17.5,35,126.5,114.5
275,T10016,Pass,10016,36,6,32,28.3577004,9.364854558,1,1,1,53.5,151,0,0
276,T10066,Pass,10066,27,22,17,-49.26158346,24.88358601,1,0,0,19.5,46.5,243.5,239.5
277,T9972,Pass,9972,75,8,30,1.431767549,6.505090182,1,0,1,26,82.5,0.5,0
278,T10032,Pass,10032,66,6,28,-27.39674123,25.30654046,1,0,0,59,162.5,17.5,11.5
279,T9988,Pass,9988,98,11,31,6.176714553,25.80176966,1,1,1,39.5,111.5,0,0
280,T10066,Pass,10066,87,7,30,45.13933433,6.3036346,1,0,0,27.5,69,31,8
281,T10024,Pass,10024,67,21,24,-19.99330812,12.26868074,1,1,1,13,44.5,0,0
282,T10067,Pass,10067,40,4,30,-3.57837209,22.6931906,1,1,1,92,205.5,0,0
283,T9980,Pass,9980,94,20,8,8.124117577,4.48178875,1,0,1,7.5,15,1,0
284,T10080,Pass,10080,43,12,26,25.08698513,17.43760044,1,0,0,24.5,103.5,63.5,26
